,year,month,highest,MHHW,MHW,MSL,MTL,MLW,MLLW,DTL,GT,MN,DHQ,DLQ,HWI,LWI,lowest,inferred
217,1920,8,0.242,,0.032,-0.142,-0.142,-0.318,,,,0.351,,,11.780,5.950,-0.581,0
218,1920,9,0.273,,0.035,-0.142,-0.142,-0.318,,,,0.354,,,11.690,5.810,-0.733,0
219,1920,10,0.486,,0.014,-0.154,-0.154,-0.322,,,,0.335,,,11.730,5.880,-0.824,0
220,1920,11,0.639,,-0.050,-0.215,-0.215,-0.382,,,,0.332,,,11.710,5.950,-0.855,0
221,1920,12,0.486,,-0.087,-0.248,-0.251,-0.419,,,,0.332,,,11.880,6.020,-0.885,0
222,1921,1,0.303,,-0.190,-0.352,-0.361,-0.529,,,,0.338,,,11.760,5.960,-1.282,0
223,1921,2,0.395,,-0.081,-0.248,-0.251,-0.419,,,,0.338,,,11.740,6.010,-1.129,0
224,1921,3,0.364,,-0.096,-0.264,-0.270,-0.440,,,,0.344,,,11.720,5.980,-1.129,0
225,1921,4,0.425,,-0.038,-0.203,-0.206,-0.373,,,,0.335,,,11.650,5.910,-1.099,0
226,1921,5,0.669,,0.099,-0.069,-0.072,-0.242,,,,0.341,,,11.710,5.870,-0.763,0
227,1921,6,0.395,,0.029,-0.142,-0.148,-0.322,,,,0.351,,,11.670,5.800,-0.611,0
228,1921,7,0.242,,0.047,-0.129,-0.133,-0.312,,,,0.360,,,11.720,5.870,-0.581,0
229,1921,8,0.364,,0.020,-0.157,-0.157,-0.334,,,,0.354,,,11.740,5.870,-0.733,0
230,1921,9,0.425,,0.078,-0.093,-0.099,-0.273,,,,0.351,,,11.750,5.770,-0.703,0
231,1921,10,0.395,,-0.081,-0.242,-0.245,-0.410,,,,0.329,,,11.750,5.800,-0.824,0
232,1921,11,0.517,,-0.047,-0.206,-0.209,-0.367,,,,0.320,,,11.750,5.980,-0.794,0
233,1921,12,0.334,,-0.139,-0.288,-0.294,-0.446,,,,0.308,,,11.620,6.000,-1.038,0
234,1922,1,0.303,,-0.322,-0.480,-0.483,-0.648,,,,0.326,,,11.780,5.980,-1.160,0
235,1922,2,0.273,,-0.169,-0.337,-0.340,-0.510,,,,0.341,,,11.880,6.070,-1.190,0
236,1922,3,0.303,,-0.120,-0.285,-0.288,-0.453,,,,0.332,,,11.730,5.850,-0.916,0
237,1922,4,0.334,,-0.075,-0.236,-0.242,-0.410,,,,0.335,,,11.660,5.870,-0.794,0
238,1922,5,0.456,,0.005,-0.160,-0.166,-0.334,,,,0.338,,,11.700,5.900,-0.611,0
239,1922,6,0.273,,0.026,-0.151,-0.154,-0.337,,,,0.363,,,11.700,5.960,-0.703,0
