GISJOIN,TotalTransactions,MedianSalesPriceAmount,MeanSqfeet,MeanAge,MeanNoOfStories,MeanFullBathNumber,N_MeanSqfeet,N_MeanAge,N_MeanNoOfStories,N_MeanFullBathNumber,residuals,perc_area_flood,N_perc_area_flood
G24051002503032,720,55000,951.4541667,80.54166667,2,1.063888889,0.042597267,0.539469531,0.552159943,0.021615982,18874.03506,0,0
G24051002503033,331,55000,1235.984894,98.55891239,1.963746224,1.226586103,0.122241405,0.429230035,0.569472707,0.086817109,-2537.469483,0,0
G24051002504011,982,46865,1155.311609,85.07433809,1.988798371,1.348268839,0.099659822,0.511736135,0.557509211,0.13558163,-20798.74741,0,0
G24051002504012,492,61250,1324.703252,97.22154472,1.895325203,1.292682927,0.147074917,0.437412792,0.602146736,0.1133055,-12991.66263,0,0
G24051002504013,458,50582.5,1243.727074,89.21615721,1.947598253,1.417030568,0.12440855,0.48639419,0.577184069,0.163137985,-27872.35693,0.032313065,0.051017167
G24051002504021,1015,41000,1031.735961,80.05615764,2,1.479802956,0.065069266,0.542440144,0.552159943,0.188294103,-27952.6315,0,0
G24051002504022,124,35775,1110.580645,79,2,2.040322581,0.087138999,0.548902302,0.552159943,0.412923096,-75317.38805,0,0
G24051002504023,621,60000,1097.347826,73.92914654,1.875201288,1.455716586,0.083434947,0.579928594,0.611756786,0.178641458,-25451.66371,0,0
G24051002504024,688,51380.5,1125.168605,83.85755814,1.992005814,1.23255814,0.091222373,0.519181069,0.555977516,0.089210411,-7388.783656,0.156015732,0.246323913
G24051002505002,33,50944,1568.757576,82.12121212,2,1.96969697,0.215389143,0.529804996,0.552159943,0.384619788,-91067.55557,0.010249158,0.016181784
G24051002505003,1242,45000,1247.884058,87.95008052,1.956521739,1.301932367,0.125572148,0.494140749,0.572922714,0.117012226,-27115.18493,0,0
G24051002505004,702,43000,1112.904558,77.55270655,1.989316239,1.585470085,0.087789495,0.557757646,0.557261906,0.230640348,-41865.14491,0,0
G24051002505005,791,45000,965.7395702,74.76864728,1.93931732,1.204804046,0.046595952,0.574792063,0.581138577,0.078087921,-9400.554363,0,0
G24051002601011,465,101000,1644.817204,96.62150538,1.865591398,1.694623656,0.236679299,0.441084165,0.616345929,0.274383788,-26908.39016,0.039068339,0.061682665
G24051002601012,430,90750,1282.062791,76.95116279,1.76744186,1.344186047,0.135139254,0.561438224,0.663216625,0.133945445,-7240.273207,0,0
G24051002601013,206,88150,1405.169903,62.31067961,1.609223301,1.611650485,0.16959866,0.651016815,0.738772907,0.241132178,-58038.2085,0,0
G24051002601014,382,87500,1415.146597,75.40575916,1.653141361,1.465968586,0.172391277,0.57089386,0.717800113,0.182749961,-37303.02363,0.020555566,0.032453954
G24051002601015,594,84000,1391.040404,88.97643098,1.769360269,1.481481481,0.165643616,0.487860968,0.662300501,0.188966775,-21778.27078,0.068116402,0.107544916
G24051002601021,493,67900,1161.456389,61.65517241,1.990872211,1.154158215,0.101379832,0.655027571,0.556518861,0.057791536,-6801.397348,0,0
G24051002601022,387,71000,1165.007752,61.84754522,1.996124031,1.167958656,0.102373909,0.653850528,0.554010888,0.063322082,-4373.795952,0.010706878,0.01690445
G24051002601023,292,84700,1321.284247,69.45890411,1.613013699,1.417808219,0.14611789,0.607280015,0.736962826,0.163449629,-36592.83354,0,0
G24051002601024,545,79900,1215.26789,73.01284404,1.511009174,1.326605505,0.116442426,0.585535041,0.785674448,0.126900019,-30430.65506,0.016641502,0.026274274
G24051002601025,879,81400,1349.259386,85.96131968,1.672354949,1.491467577,0.153948523,0.50630909,0.708624784,0.192968716,-29935.30667,0,0
G24051002602011,646,80950,1381.03096,90.36687307,1.849845201,1.526315789,0.162841832,0.479353472,0.623865426,0.206934184,-20717.0695,0,0
G24051002602012,477,79900,1346.471698,76.46540881,1.690775681,1.536687631,0.15316821,0.564410336,0.699828079,0.211090713,-40462.80705,0.006911593,0.010912301
G24051002602013,528,74351.5,1143.660985,85.41098485,1.714015152,1.359848485,0.096398649,0.509676343,0.688730215,0.140222188,-9727.157247,0,0
G24051002602014,49,79900,1516.44898,83.53061224,1.734693878,1.530612245,0.200747233,0.521181505,0.678855219,0.208655994,-45758.62272,0.000371963,0.000587271
G24051002602021,605,57000,1082.165289,82.47272727,1.937190083,1.436363636,0.079185142,0.527654232,0.582154425,0.170885738,-15354.98575,0,0
G24051002602023,912,62000,1011.089912,65.12609649,2,1.085526316,0.059290148,0.633790534,0.552159943,0.03028721,7297.580331,0,0
G24051002602024,786,63900,1243.152672,82.0394402,2,1.527989822,0.124247767,0.530305322,0.552159943,0.207605055,-23899.70171,0.072624765,0.1146629
G24051002602031,390,64790,1146.338462,61.44871795,1.994871795,1.076923077,0.097148113,0.656290774,0.554608885,0.026839451,-3788.767965,0,0
G24051002602032,498,67650,1077.062249,64.73493976,1.831325301,1.142570281,0.07775673,0.636183848,0.632709488,0.053147656,-6737.932536,0,0
G24051002603011,692,56000,1255.799133,93.16618497,2,1.212427746,0.127787688,0.462225731,0.552159943,0.081143129,-4367.694434,0,0
G24051002603012,573,60000,1212.21466,83.10994764,1.998254799,1.268760908,0.115587784,0.523755365,0.552993353,0.103718719,-8409.337373,0,0
G24051002603013,516,58000,1165.277132,79.88372093,1.98255814,1.484496124,0.102449312,0.543495208,0.560489194,0.190174897,-23472.22076,0.050559838,0.079825906
G24051002603014,602,53250,1126.936877,84.89534884,2,1.323920266,0.091717337,0.51283129,0.552159943,0.125823906,-10014.67945,0.066368132,0.104784677
G24051002603015,649,59900,1166.231125,82.41448382,1.956856703,1.389830508,0.102716348,0.528010598,0.572762754,0.152237524,-15336.52957,0.039319546,0.062079281
G24051002603021,384,57750,933.578125,68.3515625,2,1.0703125,0.037593513,0.614055345,0.552159943,0.024190253,12962.55023,0,0
G24051002603022,608,56000,885.7894737,68.44078947,2,1.042763158,0.024216799,0.613509405,0.552159943,0.013149817,16936.04645,0,0
G24051002603023,411,60000,1018.321168,65.39902676,2,1.136253041,0.061314278,0.632120595,0.552159943,0.050616014,1770.413569,0,0
G24051002603024,1091,59000,995.7855179,71.21081577,2,1.247479377,0.055006234,0.596560849,0.552159943,0.095190117,367.9419256,0,0
G24051002603025,538,59000,1156.208178,74.08364312,2,1.618959108,0.099910785,0.578983299,0.552159943,0.244061118,-33629.04033,0,0
G24051002603026,499,57000,1202.04008,79.7755511,2,1.569138277,0.112739776,0.544157051,0.552159943,0.224095353,-31770.7298,0,0
G24051002603031,30,153105,1635.1,8.766666667,2.7,1.8,0.233959317,0.978628764,0.217879329,0.316613499,677.3768531,0,0
G24051002604021,348,70500,1342.215517,48.4683908,2.099137931,1.316091954,0.151976846,0.73571161,0.504817245,0.1226867,-33028.63718,0,0
G24051002604022,183,177570,1502.830601,29.59562842,2.278688525,1.710382514,0.196935258,0.851185631,0.419073984,0.280699171,32302.32208,0.004021021,0.00634855
G24051002604031,185,69000,1143.437838,58.76216216,2,1.091891892,0.096336187,0.672728611,0.552159943,0.032838224,-2098.738708,0,0
G24051002604042,391,35000,1175.347826,113.3606138,2.035805627,1.071611253,0.10526824,0.338665022,0.53506119,0.02471073,8346.345316,0.067300064,0.106256048
G24051002604043,1098,45313.5,1146.583789,106.2668488,2.014571949,1.278688525,0.097216783,0.382068608,0.5452012,0.107697225,1204.747636,0.024289328,0.038348968
G24051002605011,1117,71900,1112.342883,79.90778872,2.003581021,1.497761862,0.087632274,0.543347948,0.550449849,0.195491159,-4714.760484,0,0
G24051002605012,491,63900,1125.812627,86.9287169,2,1.362525458,0.091402644,0.500390018,0.552159943,0.141294989,-43.9533824,0,0
G24051002605013,538,69900,957.1951673,72.6394052,1.93401487,1.135687732,0.044204254,0.587819947,0.583670728,0.050389465,18466.96141,0,0
G24051002606041,107,51500,861.3271028,66.24299065,1.990654206,1.046728972,0.017369439,0.626956756,0.556622968,0.014739123,11876.57087,0,0
G24051002606042,208,49350,1138.067308,78.77884615,2,1.533653846,0.094832901,0.550255444,0.552159943,0.20987492,-32737.06351,0,0
G24051002606043,71,43500,869.5774648,67.09859155,2,1.084507042,0.019678831,0.621721716,0.552159943,0.029878735,2110.190191,0,0
G24051002606051,461,92000,1307.370933,72.88069414,1.729934924,1.370932755,0.142223358,0.586343607,0.681127828,0.144664224,-15300.03403,0.054048274,0.08533359
G24051002606052,731,54900,1006.250342,69.18467852,1.878932969,1.164158687,0.057935485,0.608957879,0.609974745,0.061799239,-8499.5122,0.041721235,0.065871163
G24051002606053,222,53250,938.7252252,69.46846847,1.963963964,1.067567568,0.039034258,0.607221495,0.569368726,0.023090218,6880.758461,0,0
G24051002606054,323,56889,1128.551084,90.99690402,1.907120743,1.275541796,0.092169176,0.475498594,0.59651385,0.106436169,-4353.238066,0,0
G24051002606055,72,125000,1486.944444,98.88888889,2.236111111,1.861111111,0.192488501,0.427211056,0.439406561,0.341103859,24415.41914,0,0
G24051002607001,698,65390,1327.183381,83.1991404,2.206303725,1.660458453,0.14776914,0.523209634,0.453640892,0.260692036,-23929.76488,0,0
G24051002607002,664,65867.5,1304.289157,85.64608434,2.156626506,1.465361446,0.141360726,0.508237875,0.477363936,0.182506649,-10559.21772,0,0
G24051002608001,1071,45000,1091.684407,101.1811391,2,1.211951447,0.081849677,0.413185799,0.552159943,0.080952252,4602.42333,0,0
G24051002608002,965,57500,1232.85285,100.5595855,2.010362694,1.335751295,0.121364702,0.416988808,0.547211303,0.130565207,-2085.469784,0,0
G24051002609001,743,129000,1328.73755,100.6554509,2.051144011,1.67833109,0.148204174,0.416402251,0.527736441,0.26785452,42829.12564,0,0
G24051002609002,693,149500,1288.708514,101.1327561,2.036075036,1.624819625,0.136999485,0.413481833,0.534932535,0.246409728,69405.77965,0,0
G24051002609003,743,164900,1433.441454,107.9623149,2.235531629,1.977119785,0.177512264,0.371694806,0.439683289,0.387594491,68740.36494,0,0
G24051002610001,704,35700,1069.632102,93.90767045,1.998579545,1.140625,0.075676928,0.457688911,0.552838272,0.052368082,-4348.63766,0,0
G24051002610002,710,38363,1058.576056,93.07605634,1.995774648,1.126760563,0.072582185,0.462777188,0.554177733,0.04681189,-750.0836986,0,0
G24051002610003,689,50000,1345.843251,104.8867925,2.017416546,1.502177068,0.152992299,0.390512558,0.543842781,0.197260559,-25345.48679,0,0
G24051002610004,1073,75000,1282.287978,114.0260951,2.006523765,1.749301025,0.135202287,0.334593239,0.54904456,0.296295817,-3812.415722,0,0
G24051002611001,1012,130000,1386.556324,104.9100791,2.070158103,1.867588933,0.164388459,0.390370077,0.51865638,0.343699855,31881.90114,0,0
G24051002611002,1296,205500,1554.814815,95.5787037,2.183641975,1.993055556,0.211486368,0.447464604,0.464462868,0.393980772,85250.53184,0,0
G24051002701011,391,112000,1452.225064,91.69820972,1.780051151,1.57544757,0.182770059,0.471207617,0.657195138,0.226623811,-1825.431646,0,0
G24051002701012,624,66000,1393.974359,91.73237179,2.026442308,1.480769231,0.166464871,0.470998594,0.539532585,0.188681339,-21938.86523,0,0
G24051002701021,418,87000,1263.555024,77.3492823,1.906698565,1.368421053,0.129958671,0.559002308,0.596715459,0.143657656,-2071.832655,0,0
G24051002701022,670,77000,1209.026866,92.48507463,1.757462687,1.53880597,0.114695475,0.466393141,0.667982117,0.211939641,-15251.87807,0,0
G24051002701023,601,79900,1327.549085,90.48252912,1.78202995,1.580698835,0.147871506,0.478645825,0.656250174,0.228728263,-24815.7345,0,0
G24051002701024,694,87700,1320.825648,79.20893372,1.884005764,1.458213256,0.145989521,0.54762393,0.607552264,0.179642002,-11582.07613,0,0
G24051002702001,317,96500,1537.567823,93.10725552,1.888012618,1.523659306,0.206658694,0.462586294,0.605638815,0.205869595,-13375.25244,0,0
G24051002702002,276,92000,1693.931159,96.46376812,1.831521739,1.952898551,0.250426983,0.442049289,0.632615681,0.377887799,-58215.9311,0.004794667,0.007570013
G24051002702003,305,85000,1638.534426,103.157377,1.896721311,1.740983607,0.234920661,0.40109408,0.601480033,0.2929626,-38129.34143,0,0
G24051002703011,291,95000,1781.965636,96.69415808,1.939862543,1.780068729,0.275069067,0.440639636,0.580878209,0.308626015,-44892.76908,0,0
G24051002703012,298,90000,1435.875839,95.14765101,1.729865772,1.610738255,0.178193682,0.450102023,0.681160851,0.2407666,-25003.19943,0,0
G24051002703013,261,90000,1375.226054,88.81609195,1.584291188,1.666666667,0.161216957,0.488842011,0.750679081,0.263179987,-37496.33147,0.052968054,0.083628094
G24051002703014,500,86950,1338.858,84.528,1.724,1.582,0.151037029,0.515078934,0.683962014,0.229249706,-27110.39406,0.003075451,0.004855646
G24051002703021,401,87900,1492.092269,93.95261845,1.780548628,1.798004988,0.193929449,0.457413895,0.65695757,0.315813995,-41197.08011,0,0
G24051002703022,479,86950,1383.45929,94.50939457,1.808977035,1.676409186,0.163521556,0.45400723,0.643381763,0.267084314,-23442.20945,0,0
G24051002704011,1099,77000,1254.601456,74.944495,1.922202002,1.343949045,0.127452442,0.57371613,0.589311889,0.133850466,-10780.17888,0,0
G24051002704012,716,80600,1204.460894,73.01675978,1.881284916,1.310055866,0.113417396,0.585511082,0.608851587,0.120267729,-5000.45931,0.020045996,0.031649425
G24051002704013,454,75900,1368.030837,83.469163,1.862334802,1.766519824,0.159202915,0.521557486,0.617901096,0.303196273,-44344.88221,0,0
G24051002704014,429,90000,1394.354312,82.08391608,1.793706294,1.794871795,0.166571225,0.530033194,0.65067421,0.314558364,-39510.12938,0,0
G24051002704021,384,102500,1350.901042,71.8984375,1.688802083,1.421875,0.154408046,0.592353598,0.700770558,0.165079397,-14871.31007,0,0
G24051002704022,323,1.00E+05,1484.684211,87.52321981,1.712074303,1.622291022,0.191855829,0.496752519,0.689657055,0.245396387,-26932.90439,0,0
G24051002704023,298,104924.5,1674.355705,93.68120805,1.791946309,1.862416107,0.244947539,0.459074534,0.65151468,0.341626838,-42720.74073,0,0
G24051002704024,631,92500,1544.278922,86.94770206,1.84548336,1.711568938,0.208537224,0.500273856,0.625948396,0.281174632,-37132.55524,0,0
G24051002705011,358,114950,1458.76257,79.91620112,1.63547486,1.664804469,0.184599999,0.543296476,0.726236639,0.262433708,-23278.25683,0,0
G24051002705012,464,110000,1216.734914,82.5,1.547413793,1.594827586,0.116853066,0.527487362,0.76828965,0.234390379,-7279.721485,0,0
G24051002705013,528,95500,1218.839015,65.96022727,1.898674242,1.248106061,0.117442034,0.628686859,0.600547424,0.095441261,7993.160188,0,0
G24051002705014,929,1.00E+05,1267.756728,82.58234661,1.741657696,1.488697524,0.131134787,0.52698352,0.675529691,0.191858614,-2870.190637,0,0
G24051002705021,443,96000,1542.370203,82.19638826,1.783295711,1.862302483,0.208002947,0.529345027,0.655645718,0.341581303,-50457.25644,0,0
G24051002705022,605,92000,1272.261157,71.46115702,1.739669421,1.381818182,0.13239564,0.595029122,0.67647918,0.149026574,-13613.7014,0,0
G24051002705023,583,99000,1332.073756,80.08404803,1.595197256,1.46483705,0.149138025,0.542269496,0.745470957,0.182296496,-18712.15286,0,0
G24051002705024,594,104950,1495.434343,89.84848485,1.706228956,1.651515152,0.194864942,0.482525259,0.692448464,0.257107997,-23186.33134,0,0
G24051002706001,348,95000,1457.16954,92.35057471,1.767241379,1.620689655,0.184154088,0.467216086,0.663312364,0.244754637,-22309.4871,0,0
G24051002706002,474,91000,1567.449367,96.56329114,1.877637131,1.687763713,0.215022957,0.441440352,0.610593564,0.271634656,-29404.82299,0,0
G24051002706003,551,88500,1265.018149,83.11796733,1.68784029,1.499092559,0.13036822,0.523706296,0.701229856,0.196024438,-17676.712,0.017427756,0.027515643
G24051002706004,559,87000,1343.54025,92.04472272,1.600178891,1.570661896,0.152347657,0.469087458,0.743092008,0.224705946,-28365.70772,0,0
G24051002706005,248,92000,1131.899194,68.0766129,1.302419355,1.290322581,0.093106359,0.615737639,0.885285209,0.112359589,-25993.04102,0,0
G24051002706006,260,77625,1127.207692,67.06153846,1.988461538,1.103846154,0.091793142,0.621948427,0.557670063,0.03762891,13041.87371,0,0
G24051002707022,238,92000,1206.840336,69.02941176,1.405462185,1.466386555,0.114083435,0.609907887,0.836077751,0.182917463,-35995.24561,0.254451252,0.401737873
G24051002707023,462,90250,1356.160173,91.84415584,1.729437229,1.528138528,0.15588015,0.470314638,0.681365499,0.207664649,-15715.42109,0,0
G24051002707031,466,106000,1353.849785,84.06652361,1.826180258,1.510729614,0.15523344,0.517902503,0.635166472,0.200688003,1052.212743,0,0
G24051002707032,582,114950,1302.254296,86.21134021,1.68814433,1.529209622,0.14079114,0.504779326,0.701084664,0.208093891,6321.889727,0,0
G24051002707033,419,99000,1064.861575,69.08114558,1.249403341,1.381861575,0.07434159,0.609591351,0.910602674,0.149043964,-21608.12713,0,0
G24051002708011,474,73662.5,1087.21519,65.68987342,2,1.141350211,0.08059868,0.630341034,0.552159943,0.052658711,9665.611313,0,0
G24051002708012,472,75250,1203.25,66.94279661,2,1.137711864,0.11307845,0.622674956,0.552159943,0.051200639,2907.770436,0,0
G24051002708013,353,79900,1316.906516,68.59773371,1.988668555,1.396600567,0.144892501,0.612549133,0.557571203,0.154950634,-17263.56018,0,0
G24051002708014,603,78450,1105.124378,68.05306799,1.967661692,1.192371476,0.085611713,0.6158817,0.567602899,0.073105552,9704.525352,0,0
G24051002708021,329,78900,1169.544073,67.15197568,1.993920973,1.112462006,0.103643688,0.621395082,0.555062944,0.041081724,10698.17581,0,0
G24051002708022,220,71275,1196.354545,70.42727273,2,1.127272727,0.111148315,0.601354999,0.552159943,0.047017141,2932.946712,0,0
G24051002708023,142,77000,1330.612676,73.75352113,2,1.218309859,0.148729048,0.581003168,0.552159943,0.083500394,-5411.118489,0.052636187,0.08310413
G24051002708024,381,74500,1275.380577,68.9160105,2,1.372703412,0.133268809,0.610601739,0.552159943,0.145373817,-16802.42533,0,0
G24051002708025,380,74457.5,1198.252632,70.39736842,2,1.168421053,0.111679616,0.60153797,0.552159943,0.063507388,3380.864353,0,0
G24051002708031,846,74096,1135.394799,71.49881797,2,1.222222222,0.094084828,0.594798692,0.552159943,0.085068278,5745.008711,0.001223439,0.001931615
G24051002708032,75,75000,1267.266667,70.05333333,2,1.173333333,0.130997612,0.603642968,0.552159943,0.065475991,-2349.502779,0.042063188,0.066411054
G24051002708033,724,78900,1225.436464,70.12569061,2,1.167127072,0.119288752,0.603200246,0.552159943,0.062988823,5444.20443,0,0
G24051002708041,150,114950,1316.313333,77.35333333,1.806666667,1.606666667,0.144726461,0.558977522,0.644485065,0.239134906,579.3121503,0,0
G24051002708042,254,91250,1311.688976,66.61811024,2.011811024,1.803149606,0.143432039,0.624661567,0.546519663,0.317875708,-30873.83103,0,0
G24051002708043,381,118000,1467.120735,84.67454068,1.967191601,1.732283465,0.186939566,0.514182317,0.567827388,0.289476006,-872.1346257,0,0
G24051002708044,212,150000,1300.34434,92.40566038,1.601415094,1.518867925,0.140256516,0.466879042,0.742501667,0.203949442,41776.99892,0,0
G24051002708051,419,75000,1240.610979,67.23150358,1.992840095,1.136038186,0.123536311,0.620908486,0.55557911,0.05052991,-530.7641098,0,0
G24051002708052,400,60000,945.8075,72.4225,2.00375,1.1,0.041016686,0.589147093,0.550369154,0.036087559,15843.8271,0,0
G24051002708053,430,59334.5,1387.653488,79.95348837,1.955813953,1.653488372,0.16469557,0.543068332,0.573260713,0.257898767,-52563.29041,0,0
G24051002708054,472,62000,1263.252119,84.875,1.977754237,1.355932203,0.129873884,0.512955796,0.562783267,0.138652733,-15883.23622,0,0
G24051002708055,516,92700,1394.604651,82.21511628,2.03003876,1.393410853,0.166641298,0.529230439,0.537815121,0.153672352,2750.751064,0.005692882,0.008988151
G24051002709011,198,72218,1216.676768,75.91919192,2,1.126262626,0.11683679,0.567752394,0.552159943,0.046612342,6649.135372,0,0
G24051002709012,410,73250,1254.082927,76.14634146,2,1.175609756,0.127307298,0.566362567,0.552159943,0.06638827,1713.827499,0,0
G24051002709013,403,74000,1217.091811,73.22580645,1.996277916,1.198511166,0.116952967,0.584232019,0.553937401,0.075566041,1531.620581,0,0
G24051002709021,519,78000,1282.015414,68.93641618,2,1.221579961,0.135125993,0.610476886,0.552159943,0.084810892,-4453.068893,0,0
G24051002709022,305,77900,1236.596721,71.06229508,2,1.255737705,0.122412664,0.597469581,0.552159943,0.098499653,-1228.426789,0,0
G24051002709023,550,78575,1307.509091,67.22545455,2,1.349090909,0.14226203,0.620945498,0.552159943,0.135911075,-15262.54599,0,0
G24051002709031,445,70000,1316.341573,76.45393258,2.005617978,1.782022472,0.144734366,0.564480554,0.549477113,0.30940898,-43720.9196,0,0
G24051002709032,429,132000,1413.666667,79.64335664,1.991841492,1.51981352,0.171977024,0.54496589,0.556055987,0.204328391,28225.14529,0,0
G24051002709033,248,70950,1417.770161,76.83870968,2,1.919354839,0.173125649,0.562126274,0.552159943,0.364445111,-59701.07557,0,0
G24051002710011,469,42500,1299.479744,95.35394456,2.003198294,1.159914712,0.140014504,0.448839805,0.550632618,0.06009846,-16266.90101,0,0
G24051002710012,282,49900,1093.578014,80.79432624,1.893617021,1.241134752,0.082379724,0.53792362,0.602962468,0.0926475,-15303.12379,0,0
G24051002710013,270,45000,1355.214815,100.7814815,2.031481481,1.27037037,0.155615531,0.415631126,0.537126159,0.104363714,-19143.0323,0,0
G24051002710021,407,69900,1337.2457,79.73710074,1.922604423,1.378378378,0.150585724,0.544392311,0.589119716,0.147648068,-22981.67313,0,0
G24051002710022,333,48000,1152.930931,90.32732733,2.007507508,1.159159159,0.098993437,0.479595435,0.54857478,0.059795671,-2380.620285,0,0
G24051002710023,245,59950,1508.636735,91.28979592,2.108163265,1.342857143,0.198560477,0.473706519,0.500507253,0.133412885,-24206.98135,0,0
G24051002710024,438,45000,1513.728311,89.8196347,2.178082192,1.51826484,0.19998568,0.48270178,0.467117908,0.203707755,-47332.20521,0.007088305,0.011191301
G24051002710025,598,40000,1262.301003,89.04347826,2.006688963,1.193979933,0.129607653,0.487450735,0.54896567,0.073750143,-22640.1495,0,0
G24051002711011,187,220000,1705.540107,26.69518717,2.946524064,2.048128342,0.25367649,0.868932138,0.100153307,0.416051265,75866.69036,0,0
G24051002711013,309,93000,1409.899676,94.85113269,1.802588997,1.491909385,0.17092259,0.451916287,0.646432331,0.193145771,-8241.772969,0,0
G24051002711021,190,590500,4371.8,84.72105263,2.297368421,3.505263158,1,0.513897731,0.410153517,1,142338.3475,0.027306976,0.043113353
G24051002711022,370,297500,2649.735135,94.12972973,2.139189189,2.235135135,0.517969911,0.45633023,0.485691018,0.490994489,68006.00735,0.052904811,0.083528243
G24051002712001,254,250000,2220.46063,94.43307087,2.169291339,2.015748031,0.397809961,0.454474221,0.471315925,0.403074812,71632.07162,0,0
G24051002712002,624,144500,1583.155449,92.19391026,1.950320513,1.650641026,0.219419309,0.468174646,0.575884071,0.256757689,26090.70603,0,0
G24051002712003,583,275000,1887.703259,87.26758148,2.120926244,2.037735849,0.304666509,0.498316656,0.494412373,0.41188646,114014.3015,0,0
G24051002712004,463,465000,2774.576674,87.53779698,2.18574514,2.710583153,0.552914807,0.496663328,0.463458515,0.681530921,193298.1399,0.005189609,0.008193563
G24051002712005,452,452750,2622.393805,78.07300885,2.150442478,2.537610619,0.510316689,0.554574148,0.48031708,0.612211945,194603.6524,0,0
G24051002712006,598,319500,2376.294314,66.39464883,1.964046823,2.198996656,0.441429993,0.626028827,0.569329157,0.476511945,81862.86379,0,0
G24051002713001,422,417500,2768.850711,73.95971564,1.95971564,2.665876777,0.55131203,0.579741556,0.571397487,0.663614781,124276.332,0.007638462,0.012059912
G24051002713002,161,245000,2045.732919,110.3913043,2.248447205,1.906832298,0.348901226,0.356832903,0.433515537,0.359426686,105429.5414,0,0
G24051002713003,261,415000,3072.597701,102.4636015,2.293103448,2.486590038,0.636335069,0.405338983,0.412190228,0.591765379,151152.85,0.004175612,0.006592624
G24051002714001,210,522500,3888.238095,115.3619048,2.447619048,3.195238095,0.864644246,0.326420014,0.338402271,0.87575704,167203.1135,0,0
G24051002714002,542,294500,2367.446494,111.0553506,2.257380074,2.175276753,0.438953364,0.3527699,0.429249701,0.467006162,112808.6457,0,0
G24051002714003,447,295000,2373.41387,78.0246085,2.236017897,2.25950783,0.440623716,0.554870288,0.439451075,0.500761879,79887.38336,0.066633939,0.105204344
G24051002715011,294,232250,1884.227891,87.93537415,1.780612245,1.989795918,0.303693705,0.494230731,0.656927191,0.392674468,54097.37257,0.191524539,0.302386646
G24051002715012,112,298000,2408.446429,82.58035714,1.857142857,2.4375,0.45042982,0.526995693,0.620380476,0.57209248,49250.40279,0.026893164,0.042460009
G24051002715013,301,255000,2234.016611,84.12624585,2.043189369,2.245847176,0.40160447,0.517537089,0.53153513,0.495287354,45230.6206,0,0
G24051002715014,472,218150,1917.898305,87.41737288,1.908898305,1.887711864,0.313118526,0.497400149,0.595664986,0.351764146,51044.68504,0,0
G24051002715015,195,305000,2564.994872,39.38974359,1.869230769,2.507692308,0.494249923,0.791259806,0.61460797,0.600222142,5223.527188,0,0
G24051002716001,106,55000,1116.867925,75.19811321,1.900943396,1.160377358,0.088898896,0.572164353,0.599463803,0.060283866,-11130.61746,0,0
G24051002716002,100,57625,1129.79,71.77,1.965,1.53,0.092515966,0.59313945,0.568873974,0.208410636,-31307.02402,0,0
G24051002716005,105,40323,1541.857143,90.84761905,1.719047619,1.466666667,0.207859334,0.476412002,0.686326992,0.183029718,-78581.42825,0,0
G24051002717002,309,40000,1186.97411,88.08737864,2.006472492,1.200647249,0.1085226,0.493300683,0.549069045,0.076422079,-17617.15209,0,0
G24051002717003,313,73000,1398.268371,67.50798722,1.896166134,1.440894569,0.167666825,0.619216806,0.601745155,0.172701515,-40193.14628,0,0
G24051002717004,451,51500,1244.59867,78.7383592,1.964523282,1.21286031,0.124652522,0.550503166,0.569101627,0.08131648,-21680.77936,0,0
G24051002717005,363,38500,1270.710744,79.2369146,2,1.195592287,0.131961657,0.547452727,0.552159943,0.074396296,-33179.44157,0,0
G24051002718013,538,47908.5,1191.037175,78.8605948,2,1.336431227,0.109659909,0.549755261,0.552159943,0.13083769,-26241.08035,0,0
G24051002719001,288,178999.5,1961.166667,81.35416667,1.782986111,2,0.325229946,0.534498206,0.655793566,0.396763768,-11244.19562,0,0
G24051002719002,237,78000,1348.270042,77.71729958,1.64556962,1.548523207,0.153671592,0.556750574,0.72141595,0.215833836,-45030.40959,0,0
G24051002719003,305,73000,1432.495082,85.22622951,1.693442623,1.606557377,0.177247361,0.510806779,0.698554498,0.239091108,-51633.59209,0,0
G24051002719004,243,73000,1622.641975,78.52674897,2.018518519,1.691358025,0.230472141,0.551797914,0.54331654,0.273075081,-57910.37999,0,0
G24051002719005,203,69000,1310.655172,75.29064039,1.911330049,1.39408867,0.143142663,0.57159822,0.594503722,0.153943988,-26909.60145,0,0
G24051002720031,220,182500,1877.759091,67.88636364,1.747727273,2.040909091,0.301882997,0.616901689,0.672631203,0.413158141,-16332.36674,0,0
G24051002720032,110,178500,1916.872727,61.07272727,1.304545455,2.209090909,0.312831452,0.658591293,0.884269904,0.48055723,-66740.06741,0.038516102,0.060810772
G24051002720033,362,94200,1503.464088,78.08839779,1.640883978,1.685082873,0.19711258,0.55447999,0.723653549,0.270560306,-50101.34907,0,0
G24051002720034,340,165000,2185.585294,69.47941176,1.854411765,2.167647059,0.388047865,0.607154538,0.621684692,0.463948552,-59248.39018,0,0
G24051002720035,200,205500,1734.56,65.03,1.45,2.025,0.261799565,0.634378505,0.814808997,0.406782551,-1153.132169,0.005713562,0.009020802
G24051002720042,121,209000,1964.214876,56.67768595,1.619834711,2.181818182,0.326083183,0.685482592,0.733705495,0.469627648,-22542.08716,0,0
G24051002720051,175,170000,1943.297143,69.25142857,1.891428571,1.714285714,0.320228016,0.608549466,0.604007548,0.282263384,-4022.783985,0,0
