GISJOIN,TotalTransactions,MedianSalesPriceAmount,MeanSqfeet,MeanAge,MeanNoOfStories,MeanFullBathNumber,perc_area_flood,N_MeanSqfeet,N_MeanAge,N_MeanNoOfStories,N_MeanFullBathNumber,N_perc_area_flood,residuals
G24000504083041,446,335000,2258.513453,25.65246637,1.98206278,2.457399103,0,0.456557318,0.875312082,0.557128402,-0.407482607,1,71881.00569
G24000504083042,164,370000,3298.987805,40.58536585,1.716463415,2.81097561,0.002367644,0.782094219,0.783944326,0.685002407,-0.262745036,0.996261869,16817.2449
G24000504083043,187,327500,3056.614973,42.41176471,1.665775401,2.657754011,0.004665271,0.706262172,0.772769406,0.709406379,-0.325466743,0.992634283,-2164.92788
G24000504085021,441,385000,2892.414966,56.74603175,1.431972789,2.712018141,0,0.654888333,0.685064415,0.821971694,-0.303253564,1,58804.68251
G24000504085022,558,267315.5,1935.028674,47.04480287,1.86827957,2.077060932,0,0.355347488,0.74442191,0.611909839,-0.563175142,1,59988.90609
G24000504085023,343,299000,2257.052478,48.55685131,1.932944606,2.268221574,0,0.456100218,0.73517036,0.580776567,-0.484922978,1,64295.32866
G24000504085031,504,192750,1392.896825,44.53769841,1.78968254,1.970238095,0.008108866,0.185728774,0.759761765,0.649750732,-0.60690338,0.987197397,18550.32501
G24000504085032,78,231250,1564.602564,59.80769231,1.384615385,1.782051282,0,0.239450957,0.666331478,0.844772129,-0.683938199,1,48015.39629
G24000504085051,784,285000,2022.086735,52.00637755,1.753826531,2.182397959,0,0.382585652,0.714064246,0.667013768,-0.520055124,1,62386.28667
G24000504085052,411,226000,1713.107056,59.47445255,1.433090024,1.929440389,0.043184047,0.285914084,0.668370424,0.821433796,-0.62360404,0.931819289,27076.17468
G24000504085061,139,199900,1631.697842,58.53956835,1.611510791,1.669064748,0,0.260443295,0.674090564,0.735532318,-0.730189565,1,32863.90316
G24000504085062,221,208000,1653.746606,40.04524887,2,2.307692308,0,0.26734177,0.787249061,0.548492448,-0.468765518,1,3581.055593
G24000504085072,32,295500,2310.40625,49.40625,2,2.3125,0,0.472793202,0.729973268,0.548492448,-0.466797475,1,59170.57751
G24000504085073,185,167800,1379.643243,43.47027027,1.997297297,2.010810811,0,0.181582079,0.766292882,0.549793676,-0.590294821,1,2793.652267
G24000504086011,409,265000,1679.550122,59.83129584,1.473105134,1.97799511,0,0.275415008,0.666187059,0.802168342,-0.603728024,1,66569.97407
G24000504086012,364,283875,1953.585165,54.17857143,1.543956044,2.145604396,0,0.361153323,0.70077356,0.768056854,-0.535116676,1,57254.09667
G24000504086013,435,231500,1543.441379,62.30574713,1.462068966,1.765517241,0,0.232830182,0.651046994,0.807481755,-0.690706457,1,57195.89902
G24000504086014,448,204500,1264.388393,67.31919643,1.347098214,1.513392857,0,0.145521885,0.620371933,0.862834939,-0.793914306,1,61449.50921
G24000504086021,517,235000,1582.220503,63.04448743,1.579303675,1.785299807,0.004974208,0.244963144,0.646526972,0.751038579,-0.682608406,0.992146521,64587.01706
G24000504086022,393,283900,2169.75827,54.51145038,1.804071247,2.10178117,0.021252984,0.428788169,0.698736822,0.642823224,-0.55305584,0.966444934,63425.05261
G24000504087021,566,259700,2023.448763,55.58657244,1.842756184,2.084805654,0.003596171,0.383011795,0.692158629,0.624198188,-0.560004818,0.994322221,51897.54424
G24000504087022,205,360000,2440.131707,52.85365854,1.809756098,2.273170732,0.004221847,0.513380866,0.708880112,0.640086227,-0.482897026,0.993334378,110311.2541
G24000504087031,325,264000,1867.486154,58.30461538,1.712307692,1.886153846,0,0.33421522,0.675528136,0.687003199,-0.641323512,1,73649.37228
G24000504087032,873,290000,2119.908362,37.30813288,1.970790378,2.235967927,0,0.413191452,0.803996254,0.562555551,-0.498126102,1,59013.61509
G24000504087033,634,299950,1721.488959,32.84384858,1.992902208,2.321766562,0.018049667,0.28853656,0.83131122,0.551909711,-0.463004182,0.97150246,84748.43367
G24000504087034,544,232000,1659.632353,41.79779412,2,2.121323529,0,0.269183264,0.776526018,0.548492448,-0.545056119,1,41547.37749
G24000504087041,1004,262000,1877.498008,37.49103586,1.977091633,2.101593625,0,0.337347665,0.802877152,0.559521783,-0.553132612,1,55238.43361
G24000504087042,701,355040,2544.960057,44.89015692,1.800285307,2.189728959,0.000824845,0.546178883,0.757605228,0.644645982,-0.517054158,0.998697701,98013.43001
G24000504087043,506,281900,2375.108696,30.90316206,1.982213439,2.316205534,0,0.493036886,0.843185416,0.557055867,-0.465280604,1,25814.26683
G24000504088001,287,244000,1906.034843,73.57491289,1.68815331,1.853658537,0,0.346276086,0.582095992,0.698632434,-0.654625561,1,64256.30672
G24000504088002,424,203750,1497.143868,63.72169811,1.564858491,1.646226415,0.012937611,0.218344916,0.642383422,0.757993278,-0.739538503,0.979573579,47862.00563
G24000504089001,533,257000,1927.347092,55.41651032,1.651031895,2.037523452,0,0.352944124,0.693199164,0.716504706,-0.579359924,1,46709.67231
G24000504089002,713,265000,1844.987377,44.20476858,1.899719495,2.180925666,0.07831963,0.327175948,0.761798814,0.596772946,-0.520657811,0.876345817,56800.55885
G24000504101001,224,245000,2996.785714,37.39285714,1.799107143,2.53125,0,0.687543179,0.803477864,0.645213214,-0.377251527,1,-68542.65752
G24000504101002,195,325000,2557.338462,55.93846154,1.751282051,2.102564103,0,0.550051759,0.690005577,0.668238819,-0.552735345,1,79116.5542
G24000504101003,454,349500,3277.460352,39.2092511,1.822687225,2.713656388,0,0.775358849,0.792364159,0.633860478,-0.302582943,1,9465.04397
G24000504101004,615,355000,2670.845528,45.14308943,1.705691057,2.421138211,0,0.585565117,0.756057647,0.690188807,-0.422326108,1,69068.70644
G24000504102001,489,338000,2678.018405,41.69529652,1.73006135,2.349693252,0,0.587809321,0.777153155,0.678455621,-0.45157231,1,55310.37447
G24000504102002,564,325000,3062.932624,39.9858156,1.753546099,2.583333333,0,0.708238798,0.787612707,0.667148783,-0.355931064,1,3286.664147
G24000504102003,379,310000,2793.295515,45.43271768,1.631926121,2.519788918,0,0.623876479,0.754285541,0.725703266,-0.381943155,1,5847.91099
G24000504111011,533,250000,2675.996248,44.32833021,1.652908068,2.236397749,0.000502391,0.587176641,0.761042796,0.715601414,-0.497950153,0.999206805,-27156.87164
G24000504111021,253,264684,2464.909091,50.30039526,1.397233202,2.083003953,0,0.521133054,0.724502391,0.838697224,-0.560742349,1,371.0599355
G24000504111022,175,2.00E+05,1967.548571,63.54285714,1.525714286,1.628571429,0,0.365522104,0.64347767,0.77683943,-0.746765623,1,14748.65222
G24000504111023,315,255000,2418.35873,57.00634921,1.658730159,1.993650794,0,0.506568677,0.683471648,0.712798342,-0.597319324,1,20322.61961
G24000504112011,258,316500,2451.984496,49.79844961,1.624031008,2.337209302,0.002215356,0.51708929,0.727573573,0.729504404,-0.456682651,0.996502306,48294.79277
G24000504112012,183,310000,2427.054645,48.84699454,1.650273224,2.191256831,0,0.509289399,0.733395103,0.716869971,-0.516428719,1,54153.92397
G24000504112013,140,273500,2238.05,51.18571429,1.575,2.035714286,0,0.450154845,0.719085519,0.753110602,-0.580100512,1,37083.92737
G24000504112014,205,235000,2638.419512,46.2195122,1.717073171,2.243902439,0,0.575419875,0.749471496,0.684708838,-0.494878086,1,-35189.72113
G24000504112021,500,360500,2499.188,51.296,1.571,2.37,0,0.531858018,0.71841073,0.75503642,-0.443259683,1,85243.41752
G24000504112022,306,330000,2619.418301,46.82679739,1.653594771,2.225490196,0.001100522,0.569474898,0.745755789,0.715270798,-0.502415191,0.998262451,58981.84324
G24000504112023,234,250000,2148.25641,62.22222222,1.514957265,1.816239316,0.006703128,0.422060806,0.651558046,0.782018446,-0.669943228,0.989416831,39445.69938
G24000504113021,1506,325000,2347.269588,24.07038513,1.869189907,2.178618858,0.005422943,0.484326765,0.884992132,0.611471553,-0.52160211,0.991438039,68166.38573
G24000504113031,173,219900,1904.017341,35.65317919,1.742774566,1.959537572,0,0.345644862,0.814122178,0.672334785,-0.611283671,1,6191.327326
G24000504113032,459,222000,1717.106754,52.79520697,1.534858388,1.775599129,0,0.287165484,0.709237751,0.772436962,-0.686579407,1,33458.97543
G24000504113033,501,180000,1493.101796,37.76646707,1.842315369,1.938123752,0,0.217080258,0.801191911,0.62441042,-0.62004948,1,-314.3358334
G24000504113034,317,215000,1656.413249,54.10725552,1.634069401,1.728706625,0,0.268176092,0.70120991,0.724671375,-0.70577499,1,40184.74125
G24000504113061,307,181500,1688.918567,26.73615635,2.241042345,1.863192182,0,0.278346146,0.868681466,0.43244153,-0.650722936,1,9498.761461
G24000504113062,1308,167250,1411.545872,37.00688073,1.941896024,1.714831804,0,0.191563567,0.805839482,0.576466867,-0.711454688,1,12524.86386
G24000504113063,516,196900,1468.517442,35.10658915,1.834302326,1.934108527,0,0.209388464,0.817466519,0.628268336,-0.621693124,1,15751.32404
G24000504113071,863,153260,1234.258401,37.6373117,2,1.581691773,0,0.136095007,0.801982155,0.548492448,-0.765955946,1,22208.87186
G24000504113072,469,159500,1286.336887,34.7206823,2,1.509594883,0.140294057,0.152388988,0.819827711,0.548492448,-0.795469018,0.778498099,30537.56963
G24000504113081,364,210000,2130.101648,32.39835165,1.864010989,1.934065934,0,0.416380662,0.834037017,0.613964966,-0.62171056,1,-10800.00956
G24000504113082,412,2.00E+05,1538.019417,32.23300971,1.94538835,1.973300971,0,0.231133794,0.835048671,0.574785472,-0.605649583,1,16269.92319
G24000504113083,599,205655,1701.814691,39.62437396,1.93572621,1.928213689,0,0.282381002,0.789824207,0.579437352,-0.624106193,1,20602.21963
G24000504113091,645,250000,2232.685271,37.31627907,1.58372093,1.998449612,0.000377385,0.448476364,0.803946411,0.748911871,-0.595354914,0.999404169,6053.581723
G24000504113092,1247,249200,2085.297514,24.03929431,2.035284683,2.048115477,0,0.402362633,0.885182363,0.531504479,-0.575024048,1,26614.98484
G24000504113093,1030,419948,2985.057282,18.56213592,1.95631068,2.484466019,0,0.683873663,0.918694654,0.569526867,-0.396402686,1,104719.3747
G24000504114041,1136,187000,1746.985915,38.37147887,1.877200704,1.904049296,0,0.296513883,0.797490114,0.607614719,-0.633997958,1,-3487.820682
G24000504114042,298,170500,1514.993289,58.16778523,1.55033557,1.644295302,0,0.223929527,0.676365339,0.764985403,-0.74032901,1,8217.590075
G24000504114061,470,240000,2093.546809,42.62978723,1.536170213,1.919148936,0.003045229,0.404943619,0.771435423,0.771805378,-0.627816876,0.99519207,11260.84961
G24000504114062,358,214500,1663.547486,49.23463687,1.585195531,1.768156425,0,0.270408206,0.731023292,0.748201918,-0.689626099,1,29801.81403
G24000504114063,558,205000,1529.648746,34.78853047,1.812724014,1.88172043,0,0.228514832,0.819412578,0.63865731,-0.643138344,1,22338.39042
G24000504114071,546,164550,1533.443223,61.78021978,1.685897436,1.445054945,0,0.229702024,0.654262462,0.699718535,-0.821888629,1,25821.75608
G24000504114072,170,140000,1312.576471,45.88823529,1.829411765,1.5,0.090475293,0.160598659,0.751498432,0.630622918,-0.799396711,0.857153968,8054.213783
G24000504114073,632,146750,1327.262658,38.51424051,1.964398734,1.523734177,0,0.165193579,0.796616619,0.565632837,-0.789681056,1,12800.04784
G24000504114074,559,123000,1114.81932,44.55813953,2,1.107334526,0.008677831,0.098725678,0.759636695,0.548492448,-0.960135463,0.986299091,37570.48236
G24000504114075,237,132900,1204.527426,34.78481013,2,1.400843882,0.204193936,0.126792972,0.819435341,0.548492448,-0.839986556,0.677610399,17518.83434
G24000504114081,240,129395,1172.283333,39.90416667,2,1.354166667,0,0.116704648,0.78811228,0.548492448,-0.859094009,1,19599.34509
G24000504114082,179,147500,1329.625698,47.5027933,1.818435754,1.508379888,0,0.165932912,0.741619671,0.635907368,-0.795966379,1,12991.15136
G24000504114083,583,173000,1389.662093,31.2761578,1.959691252,1.953687822,0,0.184716711,0.840903221,0.567899275,-0.613678283,1,-479.4400818
G24000504114091,299,209493,1787.040134,33.48494983,1.963210702,1.906354515,0,0.309045789,0.827388607,0.56620482,-0.63305431,1,17666.51455
G24000504114092,635,171000,1480.415748,35.71023622,1.925984252,1.631496063,0,0.21311113,0.813773071,0.584127661,-0.745568415,1,16010.36414
G24000504114093,1255,159900,1353.305976,31.23187251,2,1.784063745,0,0.173341844,0.841174183,0.548492448,-0.683114391,1,2683.07395
G24000504114101,462,175425,1847.400433,35.51298701,1.962121212,2.04978355,0,0.32793093,0.814979951,0.56672936,-0.574341217,1,-28398.01705
G24000504114102,595,172500,1575.947899,37.20336134,1.976470588,2.020168067,0,0.243000613,0.804637304,0.559820788,-0.586464401,1,-10979.68175
G24000504114103,548,170400,1543.764599,33.5419708,1.856751825,1.912408759,0,0.232931309,0.827039721,0.617459924,-0.630575987,1,-13624.22975
G24000504201001,562,100500,1062.161922,70.37544484,1.408362989,1.291814947,0.048174656,0.082250571,0.601672111,0.833338738,-0.884617867,0.923939916,-8306.623501
G24000504201002,520,89500,1040.942308,70.26923077,1.657692308,1.182692308,0,0.075611515,0.602321988,0.71329802,-0.929287536,1,3250.056636
G24000504201003,266,124250,1113.25188,66.39473684,1.140977444,1.368421053,0.112547819,0.098235268,0.626028289,0.962072707,-0.853258935,0.822304975,-10632.95096
G24000504202001,722,93500,986.3102493,66.28393352,2,1.173130194,0,0.05851859,0.626706245,0.548492448,-0.933201815,1,28136.93264
G24000504202002,473,222689,1537.213531,34.4397463,2.338266385,1.78012685,0,0.230881653,0.821546633,0.385632581,-0.684725971,1,77255.70251
G24000504203011,534,85000,989.3146067,61.11423221,2,1.074906367,0,0.059458573,0.658337343,0.548492448,-0.973410024,1,22191.09261
G24000504203021,314,88950,1045.44586,61.07324841,2,1.171974522,0,0.077020558,0.658588105,0.548492448,-0.933674893,1,16042.34111
G24000504203022,489,90000,1070.388548,62.33742331,2,1.137014315,0,0.084824465,0.650853182,0.548492448,-0.947985955,1,19036.28852
G24000504203031,460,118677.5,1281.391304,64.18913043,1.685869565,1.282608696,0,0.150841646,0.639523411,0.699731953,-0.888386473,1,8079.973394
G24000504204011,916,73000,1009.620087,66.09934498,2,1.104803493,0,0.065811621,0.62783566,0.548492448,-0.961171549,1,10848.7561
G24000504204012,411,84900,1174.474453,53.37956204,1.979318735,1.333333333,0,0.117390191,0.705662342,0.558449535,-0.867622195,1,-14153.58855
G24000504204013,441,78550,1043.891156,64.35600907,2,1.095238095,0,0.076534132,0.638502356,0.548492448,-0.965087172,1,13651.75674
G24000504204014,373,89900,1095.225201,63.91689008,2,1.163538874,0,0.092595197,0.641189129,0.548492448,-0.93712805,1,16869.32707
G24000504204021,493,102000,1133.127789,64.87018256,1.747464503,1.332657201,0,0.104453914,0.635356357,0.670076794,-0.867898972,1,888.4705777
G24000504204022,446,90545,1132.515695,67.76008969,1.839686099,1.237668161,0,0.104262406,0.617674304,0.625676294,-0.906783011,1,3766.071987
G24000504205001,1010,83000,971.9653465,66.23168317,1.996534653,1.134653465,0,0.054030449,0.627025942,0.550160854,-0.948952376,1,20912.97122
G24000504205002,680,110862.5,1198.072059,59.74264706,1.733088235,1.489705882,0,0.124773258,0.666729461,0.676998313,-0.803610638,1,-9895.289917
G24000504206001,812,86050,1166.722906,68.90394089,1.834975369,1.399014778,0,0.114964937,0.610675588,0.627944296,-0.840735305,1,-13327.87635
G24000504206002,489,79900,1026.993865,67.34560327,2,1.083844581,0,0.071247417,0.620210361,0.548492448,-0.969751141,1,19156.23595
G24000504206003,423,85000,1103.134752,69.50591017,1.927895981,1.172576832,0,0.095069886,0.606992406,0.583207251,-0.933428336,1,11047.00515
G24000504207011,771,109900,1151.612192,68.29312581,1.717898833,1.325551232,0,0.110237195,0.614412893,0.684311319,-0.870807821,1,9149.394058
G24000504207021,844,115725,1250.291469,75.7464455,1.559834123,1.34478673,0,0.14111133,0.568809352,0.760412282,-0.862933714,1,4375.333761
G24000504208001,456,89250,1069.015351,70.85964912,1.82127193,1.260964912,0,0.084394828,0.598709481,0.634541878,-0.897246418,1,5988.254894
G24000504208002,397,115750,1326.329975,69.4231738,1.634760705,1.37279597,0,0.164901767,0.607498633,0.724338543,-0.85146805,1,-2643.821135
G24000504208003,546,97400,1262.053114,74.71978022,1.636446886,1.435897436,0,0.144791238,0.575091059,0.723526724,-0.825637282,1,-17275.30902
G24000504209001,594,94000,1397.710438,66.29292929,1.909090909,1.425925926,0,0.187234826,0.626651204,0.592261037,-0.829719148,1,-18657.2341
G24000504209002,725,87000,1063.164138,96.36137931,1.97862069,1.28,0,0.082564138,0.442675761,0.558785612,-0.88945435,1,32158.19879
G24000504209003,244,78750,1024.848361,100.0081967,2.00204918,1.18442623,0,0.070576145,0.42036251,0.547505861,-0.92857775,1,37071.48516
G24000504210001,691,63000,1146.240232,92.65267728,1.918234443,1.292329957,0,0.10855645,0.465367655,0.587858842,-0.884407046,1,-4107.534492
G24000504211011,717,80000,1292.112971,75.33333333,1.866108787,1.838214784,0,0.154196172,0.571337001,0.612954972,-0.660947506,1,-50385.24934
G24000504211012,502,1.00E+05,1317.946215,81.68326693,1.881474104,1.501992032,0,0.16227871,0.532484588,0.605557272,-0.798581267,1,-2670.406007
G24000504211021,623,105000,1246.189406,69.71749599,1.62600321,1.292134831,0,0.139827903,0.605697807,0.728554878,-0.884486921,1,-3323.525112
G24000504211022,559,78000,969.2969589,71.10554562,1.989266547,1.127012522,0,0.053195581,0.59720495,0.553660117,-0.952080218,1,20023.42574
G24000504212001,544,104437,1220.038603,71.65625,1.394301471,1.422794118,0,0.131646009,0.593835435,0.840108719,-0.831001163,1,-23494.14362
G24000504212002,383,1.00E+05,1293.950392,72.47519582,1.524804178,1.342036554,0,0.154771052,0.588824671,0.777277606,-0.864059506,1,-18393.27214
G24000504213001,319,81900,1205.326019,71.40125392,1.714733542,1.363636364,0,0.12704283,0.595395643,0.685835262,-0.855217561,1,-22412.27226
G24000504213003,264,50250,1219.253788,82.57954545,1.774621212,1.325757576,0,0.131400461,0.527000659,0.657002075,-0.870723353,1,-39910.52362
G24000504301012,689,91000,1123.699565,63.61393324,1.867924528,1.220609579,0.010702485,0.101504072,0.643042787,0.612080775,-0.913765991,0.983102486,4503.053869
G24000504301041,372,132000,1288.043011,68.68010753,1.380376344,1.556451613,0.003448707,0.152922789,0.612045124,0.846813034,-0.776288079,0.994555043,-12349.33983
G24000504301042,641,134837,1319.388456,66.88611544,1.425117005,1.677067083,0.001350285,0.162729949,0.623021762,0.825272442,-0.726913786,0.997868116,-18564.73301
G24000504302001,262,129950,1228.198473,65.8129771,1.545801527,1.416030534,0,0.134199016,0.629587818,0.767168338,-0.833769855,1,6297.636129
G24000504302002,565,120000,1324.915044,59.95575221,1.576106195,1.504424779,0.0148954,0.164459073,0.665425566,0.75257802,-0.797585415,0.976482544,-18106.07043
G24000504302003,252,121750,1308.90873,75.75,1.478174603,1.51984127,0,0.159451121,0.568787604,0.799727624,-0.791274629,1,-10023.80911
G24000504303001,665,79000,1071.714286,61.90075188,2,1.05112782,0,0.085239253,0.65352498,0.548492448,-0.983143842,1,13572.10046
G24000504303002,696,68500,1040.87069,65.31178161,2,1.015804598,0,0.075589108,0.632654409,0.548492448,-0.997603505,1,10047.47883
G24000504303003,486,99975,1227.263374,70.10288066,1.680041152,1.358024691,0.052762425,0.133906448,0.60333981,0.702538069,-0.857514716,0.91669656,-7382.441471
G24000504303004,201,91988,1147.139303,74.3880597,1.609452736,1.328358209,0,0.108837746,0.577120709,0.736523178,-0.869658777,1,-10255.19588
G24000504304001,420,129700,1286.347619,70.43571429,1.69047619,1.552380952,0.086658826,0.152392346,0.601303349,0.697514073,-0.777954416,0.863179559,6826.187459
G24000504304002,369,160000,1472.569106,66.4796748,1.586720867,1.669376694,0.015623591,0.210656123,0.625508591,0.747467538,-0.730061869,0.975332845,7475.369926
G24000504304003,581,149900,1460.672978,65.31325301,1.623063683,1.69535284,0.266658751,0.206934139,0.632645406,0.729970127,-0.719428458,0.578988437,1932.93457
G24000504306001,595,185000,1573.776471,57.16302521,1.850420168,1.665546218,0.014517995,0.24232123,0.682513018,0.620508328,-0.731629885,0.977078406,34863.53133
G24000504306002,212,185000,2016.363208,89.76886792,1.787735849,1.816037736,0.030550528,0.380794912,0.483012399,0.650687974,-0.670025745,0.951765597,20504.76101
G24000504307001,343,155000,1508.026239,81.21282799,1.734693878,1.70845481,0.350234966,0.221749722,0.535362994,0.676225269,-0.714065128,0.447034947,23912.62625
G24000504307002,939,186640,1331.211928,51.32694356,1.94142705,1.444089457,0.002780279,0.166429201,0.7182214,0.576692657,-0.822283854,0.995610383,66799.57829
G24000504307003,664,153250,1119.200301,67.2123494,1.853915663,1.344879518,0,0.100096371,0.621025682,0.618825407,-0.862895731,1,60226.40688
G24000504308001,498,145000,1372.062249,76.35943775,1.758032129,1.654618474,0.061673312,0.179210186,0.565058726,0.664988964,-0.736103189,0.902627694,18154.70505
G24000504308002,545,162000,1170.077064,60.41284404,2,1.155963303,0,0.116014365,0.662628825,0.548492448,-0.940229132,1,82285.37305
G24000504308003,416,147750,1297.84375,70.91346154,1.795673077,1.483173077,0.011829728,0.155989181,0.598380227,0.646866561,-0.806284861,0.981322749,34236.32141
G24000504309001,538,130425,1522.858736,81.53345725,1.75929368,1.719330855,0.001040277,0.226390418,0.533401207,0.664381584,-0.709612988,0.998357568,-6771.020879
G24000504309002,242,119950,1251.595041,65.57024793,1.94214876,1.772727273,0,0.141519183,0.631072969,0.576345186,-0.687755009,1,-6726.083974
G24000504309003,253,136000,1152.588933,64.35968379,1.958498024,1.233201581,0,0.110542791,0.638479872,0.56847376,-0.908611419,1,52640.63982
G24000504401001,502,137550,1465.752988,69.47211155,1.530876494,1.517928287,0,0.20852354,0.607199205,0.774354062,-0.792057714,1,-5258.292888
G24000504401002,567,157000,1352.738977,66.96119929,1.513227513,1.499118166,0,0.173164445,0.622562358,0.782851243,-0.799757692,1,19182.90113
G24000504401003,407,142500,1385.810811,74.73218673,1.638820639,1.538083538,0,0.183511747,0.575015149,0.72238387,-0.783807104,1,13539.2202
G24000504401004,504,144150,1376.073413,79.66666667,1.604166667,1.496031746,0,0.180465173,0.544823266,0.73906818,-0.801021127,1,20544.34356
G24000504402001,297,149500,1456.296296,85.81144781,1.735690236,1.579124579,0,0.205564791,0.507226089,0.675745568,-0.767006834,1,27954.96326
G24000504402002,592,144850,1444.935811,59.34290541,1.639358108,1.719594595,0,0.202010396,0.669175302,0.722125103,-0.709505026,1,-12336.6524
G24000504403001,718,150500,1309.844011,37.17409471,1.919220056,1.54735376,0.005720896,0.159743745,0.804816374,0.587384314,-0.780012311,0.990967619,12330.96289
G24000504404001,548,121000,1467.605839,80.0620438,1.900547445,1.567518248,0,0.209103248,0.54240413,0.596374326,-0.77175792,1,4742.421747
G24000504404002,569,126000,1356.432337,69.05448155,1.516695958,1.548330404,0,0.17432,0.609754497,0.781181345,-0.779612519,1,-13593.7525
G24000504404003,879,116500,1196.554039,63.1774744,1.52559727,1.360637088,0.019794119,0.12429831,0.645713284,0.776895768,-0.856445324,0.968748249,-4350.443623
G24000504404004,520,117450,1222.788462,87.34230769,1.531730769,1.530769231,0,0.132506367,0.49785944,0.773942768,-0.786801237,1,2333.523596
G24000504405001,1036,145000,1402.664093,61.19111969,1.770752896,1.487451737,0.013610058,0.188784693,0.657866903,0.658864493,-0.804533378,0.978511893,15856.31047
G24000504405002,381,139900,1306.414698,76.71128609,1.761154856,1.393700787,0,0.158670804,0.562905923,0.663485513,-0.842910602,1,34425.96088
G24000504406001,1036,246232.5,2182.194015,28.29343629,1.883204633,2.103281853,0.240255038,0.432678985,0.859153164,0.6047241,-0.552441532,0.620675682,12733.90096
G24000504407011,548,140000,1408.976277,23.09124088,1.974452555,2.067518248,0.040889274,0.190759609,0.890983079,0.56079238,-0.567081467,0.93544237,-47397.37973
G24000504407012,341,166500,1603.469208,43.03519062,1.939882698,1.428152493,0,0.251611302,0.76895494,0.577436192,-0.828807697,1,24919.35995
G24000504407013,605,120000,1460.616529,36.21818182,1.966115702,1.466115702,0,0.206916478,0.810665179,0.564806195,-0.813267346,1,-19578.44463
G24000504407021,1477,173400,1411.44956,30.70954638,2.118821936,1.714962762,0,0.191533434,0.844370064,0.491285094,-0.711401079,1,24101.73263
G24000504407022,795,147840,1325.608805,26.70566038,1.996855346,1.871698113,0.182897104,0.164676132,0.868868057,0.550006455,-0.647241008,0.711234694,-14340.01377
G24000504408001,764,313782.5,2292.609948,25.2539267,1.883507853,2.188481675,0.000459996,0.46722521,0.877750569,0.604578114,-0.517564737,0.99927374,61197.30673
G24000504409001,452,143900,1362.884956,48.81858407,1.671460177,1.550884956,0,0.176338854,0.733568934,0.706669418,-0.778566806,1,-3135.347715
G24000504409002,417,166590,1552.410072,35.23980815,1.852517986,1.860911271,0,0.235636249,0.816651411,0.619498324,-0.651656634,1,-13282.10707
G24000504410001,965,87000,1229.065285,56.50051813,1.866839378,1.201036269,0,0.134470219,0.686566603,0.612603226,-0.921778382,1,-10262.94082
G24000504411011,316,147450,1494.253165,67.00632911,1.53164557,1.594936709,0.025047242,0.217440491,0.622286228,0.773983787,-0.760534093,0.960454406,-3852.405955
G24000504411012,515,147150,1359.708738,63.16504854,1.333980583,1.452427184,0,0.175345099,0.645789312,0.869150481,-0.818870781,1,-1379.409402
G24000504411021,296,144950,1322.851351,53.07094595,1.391891892,1.550675676,0.033532758,0.163813398,0.707550627,0.841268822,-0.778652476,0.947057132,-12183.17232
G24000504411022,396,154950,1311.757576,57.67676768,1.608585859,1.449494949,0.047927916,0.160342449,0.679369656,0.73694054,-0.8200711,0.924329478,22130.1483
G24000504411023,370,128000,1319.516216,69.92432432,1.435135135,1.575675676,0.004910267,0.162769922,0.604432316,0.820449168,-0.768418653,0.992247473,-15322.55014
G24000504411024,722,121000,1329.616343,55.25207756,1.493767313,1.657894737,0,0.165929985,0.694205255,0.792220444,-0.734762042,1,-36853.83097
G24000504501001,663,115000,1254.84917,67.82503771,1.638763198,1.408748115,0.005310861,0.142537314,0.617276916,0.722411525,-0.836750935,0.991615,-2579.254957
G24000504501002,381,115000,1299.698163,75.31233596,1.44488189,1.422572178,0.135620952,0.156569378,0.571465475,0.81575655,-0.831092014,0.785876186,-9383.724202
G24000504501003,361,125000,1368.889197,61.4099723,1.367036011,1.55401662,0.009503891,0.178217422,0.656527841,0.853235797,-0.77728485,0.984994875,-30397.52189
G24000504502001,465,120000,1308.974194,69.94623656,1.47311828,1.417204301,0.030346004,0.159471602,0.604298245,0.802162013,-0.833289371,0.952088508,-9000.629069
G24000504502002,420,123100,1374.469048,76.30952381,1.502380952,1.469047619,0,0.17996321,0.565364127,0.788073368,-0.812067158,1,-7174.840672
G24000504502003,604,88750,1085.692053,72.64403974,1.833609272,1.399006623,0,0.089612527,0.58779159,0.62860201,-0.840738643,1,-2944.915673
G24000504503001,730,125000,1387.849315,51.38493151,1.715753425,1.594520548,0,0.184149541,0.717866598,0.685344235,-0.76070445,1,-21913.16167
G24000504503002,486,125000,1346.485597,78.07407407,1.447530864,1.495884774,0,0.171207928,0.55456763,0.814481189,-0.801081291,1,-7308.010247
G24000504504001,258,116750,1283.546512,54.99612403,1.583333333,1.682170543,0,0.151515953,0.69577132,0.749098482,-0.72482467,1,-34989.58224
G24000504504002,622,111900,1251.827974,76.76366559,1.45096463,1.432475884,0,0.141592062,0.562585436,0.812827987,-0.827037904,1,-11223.76942
G24000504505011,358,120125,1339.952514,69.20949721,1.484636872,1.505586592,0,0.169163899,0.608806025,0.796616336,-0.797109823,1,-17287.64022
G24000504505012,604,110000,1145.235099,69.2384106,1.280629139,1.331125828,0,0.108241971,0.608629117,0.894836773,-0.868525844,1,-15725.16943
G24000504505013,316,123725,1181.78481,65.19303797,1.280063291,1.452531646,0,0.119677409,0.633380949,0.895109203,-0.81882802,1,-15821.42314
