GISJOIN,TotalTransactions,MedianSalesPriceAmount,MeanSqfeet,MeanAge,MeanNoOfStories,MeanFullBathNumber,perc_area_flood,N_MeanSqfeet,N_MeanAge,N_MeanNoOfStories,N_MeanFullBathNumber,N_perc_area_flood,residuals
G24051000902001,782,95000,1487.780051,83.29539642,2.00831202,1.795396419,0,0.215415225,0.522620686,0.544490588,-0.678475328,1,-29375.9714
G24051000902002,546,84000,1472.324176,75.496337,2.017399267,1.787545788,0.071802526,0.210579491,0.570339654,0.540115492,-0.681689007,0.886635283,-43269.80601
G24051000903001,262,94950,1385.576336,77.80152672,1.996183206,1.564885496,0.232808924,0.183438386,0.556235226,0.55033006,-0.772835644,0.632431906,-8302.533917
G24051000903002,206,60150,1417.150485,94.00485437,2.007281553,1.276699029,0,0.193317102,0.457094286,0.544986711,-0.890805612,1,-15646.20612
G24051000903003,630,85000,1357.714286,88.70793651,2,1.322222222,0,0.174721088,0.489503766,0.548492448,-0.872170561,1,4960.788177
G24051000903004,1304,47700,1281.181748,99.67407975,2.005368098,1.337423313,0,0.150776081,0.422406823,0.545907953,-0.86594795,1,-19875.50992
G24051000904001,455,40000,1188.553846,96.4021978,2.00989011,1.09010989,0,0.121795261,0.442426011,0.54373081,-0.967186418,1,-7236.378326
G24051000905002,780,45000,1387.488462,100.0141026,2.058974359,1.437179487,0,0.18403664,0.420326375,0.520098978,-0.82511247,1,-32385.35788
G24051000906001,227,47000,2205.334802,100.0748899,2.145374449,1.859030837,0,0.439919125,0.419954445,0.478501267,-0.652426395,1,-103063.404
G24051000906003,119,42000,1385.302521,97.17647059,2,1.361344538,0,0.183352717,0.43768858,0.548492448,-0.856155727,1,-35702.69905
G24051000906004,481,47000,1436.299376,93.5031185,2,1.305613306,0,0.199308284,0.460164185,0.548492448,-0.878969469,1,-32763.317
G24051001001001,90,51000,1152,37,2,1.044444444,0,0.11035853,0.805881582,0.548492448,-0.985879701,1,-38395.04024
G24051001001003,37,55050,1655.891892,85.05405405,2.351351351,1.405405405,0,0.268012973,0.511860244,0.379332765,-0.838119283,1,-30681.88252
G24051001001004,121,47591,1183.272727,58.83471074,2.066115702,1.347107438,0,0.120142939,0.672284719,0.516660746,-0.861983725,1,-43528.14567
G24051001101001,99,185000,2816.868687,122.6464646,2.97979798,2.373737374,0.396971066,0.631251901,0.281849039,0.076764319,-0.441729779,0.373246112,36842.36806
G24051001102001,30,213000,2741.766667,119.8,3.133333333,2.633333333,0.633376312,0.607754466,0.299265288,0.002844035,-0.335463418,0,62246.63451
G24051001102003,79,137500,1701.341772,151.721519,2.607594937,1.544303797,0.039228853,0.282233038,0.103951741,0.255963142,-0.781260823,0.938063909,107847.5993
G24051001201001,561,219500,2601.185383,94.54367201,2.315508021,2.349376114,0,0.563770301,0.453797501,0.396589697,-0.451702131,1,17557.02019
G24051001201002,62,371250,2659.596774,87.08064516,2.387096774,2.741935484,0,0.58204568,0.499460436,0.362122971,-0.291006813,1,136917.6584
G24051001201003,117,3.00E+05,2423.871795,100.0598291,2.5,2.136752137,0,0.508293569,0.420046595,0.307765207,-0.538740374,1,138538.3668
G24051001202011,474,135000,1846.909283,103.056962,2.348101266,1.919831224,0,0.327777262,0.401708474,0.380897533,-0.62753758,1,16265.11022
G24051001202012,574,87250,1542.432056,116.9790941,2.107142857,1.395470383,0,0.232514392,0.316525154,0.496908039,-0.842186213,1,19794.57692
G24051001202024,328,184428.5,2477.152439,113.0304878,2.81554878,2.81097561,0.055045254,0.524963674,0.340684916,0.155842832,-0.262745036,0.913092339,2795.277384
G24051001202025,55,185000,3846.927273,114.5454545,2.981818182,3.345454545,0,0.953529984,0.331415509,0.075791684,-0.043954531,1,-105008.9234
G24051001203001,487,66000,1698.361396,105.3696099,2.266940452,1.661190965,0,0.281300558,0.387558413,0.419972771,-0.733412721,1,-28919.03689
G24051001203002,624,45000,1648.415064,113.8173077,2.136217949,1.423076923,0,0.265673671,0.335870715,0.482909706,-0.830885396,1,-31448.03258
G24051001203003,502,48150,1653.025896,119.9681275,2.205179283,1.521912351,0,0.267116279,0.298236591,0.449707962,-0.790426826,1,-26516.55067
G24051001203004,296,65000,1921.070946,115.7060811,2.412162162,1.709459459,0,0.350980484,0.324314153,0.350055127,-0.713653873,1,-29782.05182
G24051001204001,65,82447,2764.2,127.5692308,3,3.215384615,0,0.614773262,0.251728828,0.067037966,-0.097199035,1,-122926.2446
G24051001204002,139,88000,3157.381295,120.8201439,2.877697842,2.892086331,0,0.737789288,0.293023482,0.125920888,-0.229542127,1,-130796.4727
G24051001205001,226,118500,2409.902655,109.0088496,2.955752212,2.668141593,0.409053037,0.503922995,0.365291528,0.088341261,-0.321214556,0.35417061,-37904.69661
G24051001205002,105,71000,2137.390476,106.6,2.857142857,2.466666667,0.518138402,0.418661143,0.380030204,0.135817178,-0.403688903,0.181942248,-61025.01582
G24051001206001,227,135000,2158.753304,103.2246696,2.50660793,2.383259912,0.032555941,0.425345007,0.400682347,0.304583789,-0.4378317,0.948599371,-24368.57416
G24051001206002,293,95000,2138.197952,112.9249147,2.684300341,2.119453925,0,0.418913781,0.341330871,0.219032981,-0.545821447,1,-27309.71764
G24051001206003,67,114450,2830.119403,130.0746269,3,2.895522388,0,0.6353977,0.236399426,0.067037966,-0.228135567,1,-70662.4377
G24051001207001,593,74350,1170.178752,99.27824621,2.021922428,1.254637437,0.027591736,0.11604618,0.424828752,0.537937796,-0.899836589,0.956437057,20254.91361
G24051001207002,723,48000,1177.650069,109.3817427,2.099585062,1.215767635,0.129989108,0.118383758,0.36300996,0.500546773,-0.915748055,0.794767967,10515.26844
G24051001207003,611,42269,1084.89198,110.5204583,2.026186579,1.178396072,0.216793306,0.089362205,0.356042668,0.535884802,-0.931046213,0.657718008,11000.09006
G24051001301001,147,64000,2434.272109,103.5986395,2.540816327,2.217687075,0,0.511547553,0.398394192,0.288114003,-0.505609422,1,-98499.6192
G24051001301002,180,52250,2680.722222,101.4944444,2.761111111,2.316666667,0.492930082,0.588655274,0.411268823,0.182052092,-0.465091838,0.221742158,-111736.4753
G24051001301003,282,73207.5,2375.12766,101.3971631,2.375886525,2.180851064,0.029227359,0.493042819,0.411864044,0.367520196,-0.52068835,0.95385467,-94146.56284
G24051001301004,119,120000,3995.453782,113.5546218,3,3.134453782,0,1,0.337477973,0.067037966,-0.130328307,1,-163896.1539
G24051001302001,347,105000,2688.18732,121.5878963,2.878962536,2.365994236,0,0.590990905,0.288325948,0.125311995,-0.444899454,1,-48767.29377
G24051001302002,141,88000,2966.609929,116.8297872,3,2.602836879,0,0.678101975,0.317438696,0.067037966,-0.34794723,1,-95364.74152
G24051001302003,232,103500,3609.840517,106.4439655,3.060344828,3.146551724,0,0.87935181,0.38098491,0.037984678,-0.125375979,1,-160418.447
G24051001302004,217,75000,2977.986175,114.6820276,2.940092166,2.414746544,0,0.681661301,0.330579879,0.095880861,-0.424942556,1,-101207.9717
G24051001303001,439,69900,2766.820046,112.6059226,2.719817768,2.439635535,0,0.615593005,0.343282641,0.201932957,-0.414754175,1,-110095.5663
G24051001303002,651,25000,1498.270353,115.6144393,2.247311828,1.477726575,0,0.218697363,0.324874868,0.42942306,-0.808514402,1,-38377.50019
G24051001303003,487,20000,1248.73306,109.3737166,2.141683778,1.375770021,0,0.140623745,0.363059069,0.480278158,-0.850250614,1,-32634.15046
G24051001304001,167,43000,2384.922156,104.491018,2.634730539,2.299401198,0,0.496107258,0.392934125,0.242898585,-0.472159508,1,-116013.5314
G24051001304002,618,32500,1495.647249,103.7006472,2.126213592,1.28802589,0,0.217876663,0.397770051,0.487726348,-0.886168928,1,-34089.44005
G24051001304003,291,40000,2309.900344,106.2989691,2.756013746,2.446735395,0,0.472634917,0.381872078,0.184506241,-0.411847826,1,-116224.5868
G24051001306001,820,97750,1245.002439,120.7256098,2.109146341,1.365853659,0.091134223,0.139456533,0.293601894,0.495943452,-0.854309905,0.856113622,54688.75621
G24051001306002,571,110000,1243.232925,115.3660245,2.15061296,1.23642732,0,0.138902898,0.326394808,0.475979163,-0.907290953,1,72618.4659
G24051001306003,591,92000,1239.737733,116.1962775,2.028764805,1.319796954,0,0.137809345,0.32131486,0.534643503,-0.873163351,1,42531.84131
G24051001306004,624,84500,1272.05609,123.4663462,2.15224359,1.399038462,0,0.147920904,0.27683255,0.475194089,-0.84072561,1,40618.30699
G24051001307001,41,273000,2977.707317,103.0487805,2.451219512,2.56097561,0,0.681574054,0.401758534,0.331250791,-0.365083263,1,48727.28366
G24051001307002,383,203000,1563.044386,92.99477807,2.066579634,1.501305483,0,0.238963445,0.463274493,0.516437384,-0.798862307,1,105650.0884
G24051001307003,315,95500,1226.898413,111.7142857,2.031746032,1.298412698,0,0.133792262,0.34873817,0.533208178,-0.881917058,1,44913.07585
G24051001307004,382,105000,1346.21466,131.2408377,2.047120419,1.421465969,0,0.171123159,0.229263902,0.525806111,-0.831544845,1,55119.74847
G24051001307005,530,125000,1372.94717,91.1245283,2.100943396,1.435849057,0,0.179487054,0.474717718,0.499892797,-0.825657086,1,44016.97451
G24051001307006,408,98000,1302.723039,108.7818627,2.058823529,1.468137255,0,0.157515781,0.366680359,0.520171596,-0.812439818,1,30412.8507
G24051001308031,120,133500,1089.691667,69.19166667,1.945833333,1.316666667,0.34398203,0.0908639,0.608915122,0.574571232,-0.874444743,0.456907333,57234.85332
G24051001308032,366,113850,1077.942623,83.69398907,1.903005464,1.275956284,0,0.087187935,0.520181875,0.595190901,-0.891109657,1,43960.81177
G24051001308033,535,99000,1139.007477,82.44672897,1.990654206,1.274766355,0,0.106293513,0.527813304,0.552992022,-0.891596758,1,29738.37187
G24051001308041,543,90212,1250.296501,103.2744015,2.039594843,1.399631676,0.434753882,0.141112904,0.400378059,0.529429333,-0.840482776,0.313593083,32695.24557
G24051001308042,695,82000,1186.61295,110.4388489,2.131654676,1.343884892,0.220230126,0.121188006,0.356541999,0.485106714,-0.863302884,0.652291817,39409.82264
G24051001308051,141,130000,1546.35461,25.43971631,2.425531915,2.120567376,0.057680997,0.233741655,0.876613805,0.3436182,-0.545365653,0.908930921,-40554.62208
G24051001308061,641,60800,1284.717629,91.05304212,2.085803432,1.355694228,0.217039839,0.151882365,0.47515511,0.507182001,-0.858468698,0.657328771,-6494.918117
G24051001401001,248,241750,2754.487903,142.0120968,2.991935484,2.536290323,0,0.611734604,0.163359368,0.070920663,-0.375188257,1,95005.66899
G24051001401002,194,195550,3217.185567,125.8453608,2.920103093,2.979381443,0,0.756500463,0.26227642,0.10550469,-0.193807619,1,-26390.31683
G24051001401003,372,168150,2506.032258,69.60483871,2.793010753,2.459677419,0,0.533999405,0.606387106,0.166693867,-0.406549971,1,-27417.16527
G24051001401004,418,228500,2598.107656,87.33492823,2.635167464,2.679425837,0,0.562807361,0.497904591,0.242688225,-0.316595318,1,16942.25415
G24051001403002,35,18700,1351.885714,28.77142857,2.142857143,1.828571429,0,0.172897482,0.856228543,0.479713236,-0.664895042,1,-135063.6608
G24051001403003,79,140000,3892.670886,99.4556962,3.139240506,3.151898734,0,0.967841951,0.423743015,0,-0.123187165,1,-141954.2119
G24051001504001,129,47000,1511.689922,94.27131783,2,1.170542636,0,0.222895991,0.455463915,0.548492448,-0.93426104,1,-27258.64086
G24051001505002,222,58950,1425.5,84.34684685,1.995495495,1.247747748,0.062896672,0.195929445,0.51618733,0.550661162,-0.902656903,0.900696204,-22541.72564
G24051001506005,71,70000,2036.535211,57.6056338,2.183098592,1.971830986,0,0.387106199,0.679804893,0.46033881,-0.606251326,1,-109195.9471
G24051001507011,216,68400,2350.032407,89.25462963,2.171296296,1.939814815,0,0.485191178,0.486158794,0.466021078,-0.619357239,1,-102877.335
G24051001507012,260,59900,1559.176923,89.70769231,2.061538462,1.465384615,0,0.237753418,0.483386706,0.51886448,-0.813566619,1,-37620.49744
G24051001507013,225,60000,1359.013333,90.51111111,2,1.208888889,0,0.175127525,0.478470944,0.548492448,-0.91856389,1,-10828.3777
G24051001507021,314,55062.5,1323.56051,82.8089172,1.987261146,1.197452229,0.160223212,0.164035275,0.525597236,0.554625626,-0.92324552,0.747033148,-16867.87487
G24051001507022,353,45000,1502.895184,100.0368272,1.983002833,1.541076487,0,0.22014435,0.420187333,0.55667581,-0.782581931,1,-50892.73726
G24051001507023,240,53750,1816.270833,97.29166667,2.114583333,1.525,0,0.318191301,0.436983747,0.493325788,-0.789162888,1,-54055.56519
G24051001508001,231,60000,2254.264069,100.2164502,2.015151515,2.047619048,0,0.455227799,0.4190883,0.541197683,-0.575227263,1,-113598.3399
G24051001508002,218,60632.5,2311.385321,92.50917431,2.27293578,2,0,0.473099527,0.466245686,0.417086293,-0.594720258,1,-103980.2269
G24051001508003,378,62000,2248.587302,98.18253968,2.173280423,2.058201058,0,0.453451688,0.431532892,0.465065811,-0.570895486,1,-104303.5877
G24051001508004,211,68000,2299.180095,101.3886256,2.267772512,2.161137441,0,0.469280835,0.411916281,0.419572172,-0.528758179,1,-100359.92
G24051001508005,183,52800,2109.786885,101.4644809,2.114754098,1.956284153,0,0.41002471,0.411452157,0.493243573,-0.612615467,1,-99044.18629
G24051001508006,226,72500,2638.451327,102.7743363,2.230088496,2.53539823,0,0.575429829,0.403437735,0.43771531,-0.375553437,1,-143084.4607
G24051001509001,514,42000,1655.013619,96.85603113,2.048638132,1.573929961,0,0.267738185,0.439649207,0.525075401,-0.769133266,1,-63852.52469
G24051001509002,484,48150.5,1466.289256,89.37190083,1.993801653,1.440082645,0,0.208691324,0.485441264,0.55147667,-0.823924054,1,-46350.21116
G24051001509003,223,77000,1894.242152,93.49775785,1.98206278,1.757847534,0,0.342586465,0.460196984,0.557128402,-0.693846074,1,-62378.31172
G24051001509004,410,60000,1800.492683,97.76097561,1.984146341,1.648780488,0,0.313254735,0.434112255,0.556125263,-0.738492986,1,-62757.33326
G24051001510001,180,65723,1370.15,88.62777778,1.85,1.361111111,0,0.178611894,0.489994221,0.62071062,-0.856251281,1,-26636.35016
G24051001510002,456,55000,1566.109649,96.53070175,1.989035088,1.524122807,0,0.239922484,0.441639752,0.553771554,-0.78952197,1,-45882.2721
G24051001510003,172,65000,2153.180233,96.31976744,2.206395349,2.104651163,0,0.42360134,0.442930365,0.449122482,-0.551881001,1,-98388.51075
G24051001510004,163,60000,2280.110429,100.2147239,2.153374233,2.343558282,0,0.463314441,0.419098862,0.474649736,-0.454083677,1,-127539.8591
G24051001510005,324,78000,2299.151235,102.4660494,2.138888889,2.212962963,0,0.469271805,0.405324006,0.48162377,-0.507543251,1,-100682.0159
G24051001510006,293,65000,1902.675768,100.0784983,2.059726962,1.938566553,0,0.34522512,0.419932366,0.519736634,-0.619868218,1,-77654.01559
G24051001510007,393,67439,1683.083969,77.77099237,2.024173028,1.697201018,0,0.276520655,0.556422052,0.536854235,-0.718671901,1,-65144.44143
G24051001511001,193,62000,1277.26943,81.60621762,1.958549223,1.29015544,0,0.14955202,0.532956018,0.56844911,-0.885297191,1,-19086.40014
G24051001511002,517,68500,1319.990329,68.86653772,2,1.638297872,0,0.16291826,0.610904441,0.548492448,-0.742784075,1,-46902.28574
G24051001511003,366,85050,1555.002732,79.04098361,1.968579235,1.491803279,0.027421583,0.236447424,0.548651542,0.563620116,-0.802752062,0.956705702,-27461.7759
G24051001511004,256,115000,1962.898438,87.04296875,2.015625,1.85546875,0,0.3640672,0.499690961,0.540969721,-0.653884545,1,-38350.71616
G24051001511005,164,77592,1735.493902,88.99390244,1.929878049,1.646341463,0,0.292918336,0.487754068,0.582252975,-0.739491408,1,-51253.93153
G24051001511006,440,1.00E+05,2114.629545,93.875,2.019318182,1.890909091,0,0.41153985,0.457888807,0.539191622,-0.639376939,1,-59201.41233
G24051001513005,96,35126,1210.78125,87.89583333,2,1.447916667,0,0.128749628,0.494472663,0.548492448,-0.820717175,1,-45556.22406
G24051001605001,262,45000,1292.175573,87.63740458,2,1.255725191,0.035977716,0.154215758,0.496053874,0.548492448,-0.899391313,0.943196935,-26745.18786
G24051001605002,312,43500,1599.480769,95.05128205,2,1.323717949,0.089837443,0.250363425,0.450691662,0.548492448,-0.871558281,0.85816103,-44392.70466
G24051001605003,356,30000,1310.426966,98.65449438,2,1.126404494,0.118626706,0.159926136,0.428645212,0.548492448,-0.952329116,0.812707384,-23692.90731
G24051001605004,354,46000,1427.830508,90.79943503,2,1.344632768,0.097320149,0.196658599,0.476706819,0.548492448,-0.862996738,0.846347034,-36382.92611
G24051001605005,348,48946.5,1270.37931,91.59770115,2,1.413793103,0.313304359,0.147396284,0.471822584,0.548492448,-0.834685754,0.505342475,-24442.22601
G24051001606001,277,25000,1261.155235,98.28519856,2.010830325,1.111913357,0,0.144510315,0.430904768,0.543278139,-0.958261105,1,-26515.38755
G24051001606002,440,27000,1291.254545,96.625,2,1.086363636,0.084257615,0.153927593,0.441062783,0.548492448,-0.968719958,0.866970689,-24987.29271
G24051001606003,235,32379,1208.331915,96.45531915,2,1.114893617,0,0.127983296,0.442100985,0.548492448,-0.957041127,1,-18290.39684
G24051001606004,55,13200,1265.272727,100.0909091,2.018181818,1.145454545,0,0.14579857,0.41985643,0.53973873,-0.944530923,1,-39028.63675
G24051001606005,401,32000,1188.354115,94.21446384,2.019950125,1.157107232,0,0.12173277,0.455811779,0.538887371,-0.939760861,1,-21009.51865
G24051001607001,263,35000,1340.509506,87.49429658,2,1.273764259,0.329036616,0.169338167,0.496929488,0.548492448,-0.892006969,0.480503754,-35797.22466
G24051001607002,523,30500,1341.108987,89.6749522,2,1.110898662,0.034252854,0.169525729,0.483587028,0.548492448,-0.958676474,0.945920216,-32521.44545
G24051001607003,491,33000,1413.608961,95.09775967,2,1.3299389,0,0.192209053,0.450407286,0.548492448,-0.869011716,1,-45845.17789
G24051001607004,490,40000,1263.289796,89.87142857,2,1.114285714,0,0.145178163,0.482384876,0.548492448,-0.957289974,1,-19088.60242
G24051001607005,267,36000,1416.074906,101.5093633,2.007490637,1.220973783,0,0.192980582,0.411177541,0.544886047,-0.913616903,1,-29926.54806
G24051001607006,424,37900,1398.061321,98.73349057,2.003537736,1.200471698,0,0.187344608,0.428161869,0.546789189,-0.922009491,1,-27959.73282
G24051001607007,307,36000,1437.23127,101.1693811,2,1.16286645,0,0.199599849,0.413257741,0.548492448,-0.937403309,1,-27859.21095
G24051001608011,284,60000,1150.320423,71.01760563,2,1.264084507,0,0.109833034,0.597743015,0.548492448,-0.895969403,1,-17668.82123
G24051001608012,276,56000,1134.289855,74.17028986,2,1.224637681,0,0.104817494,0.578453146,0.548492448,-0.912117076,1,-15490.45057
G24051001608013,255,58960,1201.066667,78.09803922,2,1.184313725,0,0.125710192,0.554420998,0.548492448,-0.928623804,1,-10593.36388
G24051001608014,353,53000,1496.94051,89.80453258,2,1.439093484,0,0.21828129,0.482794183,0.548492448,-0.82432897,1,-42544.93572
G24051001608021,615,41551,1246.663415,95.90569106,2,1.108943089,0,0.139976208,0.445463914,0.548492448,-0.959476993,1,-11414.41665
G24051001608022,158,47914.5,1419.455696,93.30379747,2.018987342,1.462025316,0,0.194038342,0.461383741,0.539350907,-0.814941758,1,-40743.0071
G24051001608023,535,55000,1222.093458,79.27476636,2,1.28411215,0,0.132288918,0.547221129,0.548492448,-0.887771029,1,-21796.52252
G24051001701001,202,65370,1444.980198,97.77722772,2.688118812,1.569306931,0,0.202024283,0.434012815,0.217194562,-0.771025717,1,10633.83434
G24051001701002,93,68600,1478.27957,96.47311828,2.731182796,1.666666667,0,0.212442776,0.44199208,0.196461214,-0.731171227,1,6634.525244
G24051001702002,53,56500,3329.698113,120.6226415,3,3.452830189,0,0.791702663,0.294231911,0.067037966,0,1,-204395.0877
G24051001703002,107,90425,1424.71028,19.52336449,1.981308411,2,0,0.195682362,0.912813325,0.557491597,-0.594720258,1,-96358.87677
G24051001803001,264,75500,2107.640152,118.6818182,2.882575758,2.109848485,0,0.409353053,0.306106944,0.123572394,-0.549753462,1,-28123.83347
G24051001803002,313,63176,1563.690096,112.4536741,2.81629393,1.568690096,0,0.23916547,0.344214181,0.155484077,-0.77127822,1,20566.01461
G24051001901001,35,20000,1487.257143,101.5714286,2.828571429,1.114285714,0,0.215251621,0.410797791,0.14957302,-0.957289974,1,5582.857766
G24051001902001,678,71000,2137.777286,146.3067847,2.918879056,2.036873156,0,0.418782166,0.137082087,0.106094008,-0.579626125,1,-5396.308342
G24051001903001,207,66600,2360.676329,147.9710145,2.990338164,2.314009662,0,0.48852138,0.126899407,0.0716897,-0.466179491,1,-36737.59963
G24051002002001,109,38000,1272.146789,89.21100917,2,1.220183486,0,0.147949282,0.486425688,0.548492448,-0.913940414,1,-29483.69708
G24051002002004,178,21525,1287.898876,106,2,1.02247191,0.175104901,0.152877693,0.383701337,0.548492448,-0.994874222,0.723537338,-16819.56843
G24051002002005,211,28000,1176.113744,98.48815166,2,1.023696682,0.088588032,0.117903082,0.429662989,0.548492448,-0.994372857,0.860133651,-11257.86515
G24051002005001,117,18000,1263.623932,101,2.213675214,1.196581197,0,0.145282705,0.414294108,0.445617558,-0.923602079,1,-25464.69534
G24051002005002,295,21100,1130.433898,101.1220339,2.047457627,1.06440678,0.511117375,0.103611067,0.413547437,0.52564376,-0.977708061,0.193027328,-5930.80554
G24051002005003,274,25000,1027.040146,100.9562044,2.005474453,1.03649635,0,0.071261897,0.414562074,0.545856748,-0.989133276,1,-5594.108693
G24051002005004,373,30000,1130.343164,97.16621984,2.085790885,1.034852547,0.002380448,0.103582678,0.4377513,0.507188042,-0.989806172,0.996241653,-4839.002208
G24051002005005,461,22500,1121.045553,105.3232104,2.104121475,1.045553145,0,0.100673702,0.387842311,0.498362697,-0.985425851,1,-5051.623429
G24051002006001,678,36000,1094.292035,91.77876106,2.002949853,1.087020649,0.060901736,0.092303234,0.470714759,0.547072228,-0.968451008,0.903845889,-8410.903
G24051002006002,400,35000,1141.7175,98.06,2,1.0975,0.086963345,0.107141407,0.432282658,0.548492448,-0.964161255,0.862698773,-7704.415643
G24051002006003,539,39500,1172.951763,86.02597403,2.003710575,1.192949907,0,0.116913782,0.505913499,0.546705975,-0.925088558,1,-22504.53437
G24051002007011,453,40726,1242.514349,92.799117,2,1.284768212,0,0.138678075,0.464471656,0.548492448,-0.887502468,1,-26646.60782
G24051002007012,458,44700,1233.884279,87.65938865,2,1.248908297,0,0.135977955,0.495919363,0.548492448,-0.902181829,1,-23731.53524
G24051002007013,368,51500,1074.641304,73.55978261,2,1.274456522,0,0.08615504,0.582188568,0.548492448,-0.891723589,1,-20389.47855
G24051002007014,611,43000,1350.369885,94.8396072,2,1.374795417,0,0.172423219,0.451986806,0.548492448,-0.85064957,1,-35408.51984
G24051002007015,280,44700,1393.589286,93.375,2,1.360714286,0,0.185945426,0.460948085,0.548492448,-0.856413722,1,-36453.09925
G24051002007021,314,37500,1259.942675,94.21019108,1.996815287,1.213375796,0,0.144130937,0.455837923,0.550025742,-0.916727161,1,-25026.06128
G24051002007022,447,39637,1245.404922,91.47651007,1.997762864,1.187919463,0,0.139582459,0.472564098,0.549569527,-0.927147785,1,-22363.279
G24051002008001,516,50338.5,1512.387597,100.4825581,2.050387597,1.362403101,0.032733086,0.223114275,0.417460104,0.524233113,-0.855722401,0.948319687,-28826.88818
G24051002008002,422,52855,1739.490521,106.971564,2.097156398,1.537914692,0,0.294168773,0.37775677,0.501716064,-0.783876221,1,-44669.78901
G24051002008003,388,36002.5,1261.858247,100.4561856,2.006443299,1.118556701,0,0.144730269,0.417621466,0.545390292,-0.955541633,1,-14558.92391
G24051002101001,810,54950,1089.174074,118.0888889,2.15308642,1.482716049,0,0.090701959,0.309734814,0.474788305,-0.806471946,1,11918.0353
G24051002101002,1626,70000,1214.273063,112.0867159,2.375153752,1.56396064,0,0.129842124,0.346459435,0.367872993,-0.773214237,1,22224.44749
G24051002102001,1705,41736,1160.704399,122.3055718,2.048680352,1.276246334,0.10767869,0.113081906,0.283934811,0.525055074,-0.890990924,0.829992553,7879.783362
G24051002102002,1763,49529,1183.585933,110.2847419,2.10266591,1.367555303,0,0.120240932,0.357484911,0.499063485,-0.853613332,1,-243.7986345
G24051002201001,535,130272,1507.037383,117.9439252,2.504672897,1.764485981,0,0.221440335,0.310621782,0.305515419,-0.691128606,1,63450.3801
G24051002201002,398,275500,1735.98995,68.5201005,2.530150754,1.984924623,0,0.293073537,0.613024136,0.293248991,-0.600891408,1,142259.4736
G24051002201004,643,250000,1621.320373,109.3094868,2.615863142,1.846034215,0,0.257196459,0.363452062,0.251982378,-0.6577466,1,170456.7744
G24051002301001,849,150000,1565.690224,116.2343934,2.292108363,1.873969376,0,0.239791257,0.321081645,0.407855567,-0.64631126,1,58251.29645
G24051002301002,288,111000,1562.861111,115.8888889,2.628472222,1.729166667,0,0.238906103,0.323195633,0.24591168,-0.70558667,1,48972.89371
G24051002302001,704,173000,1321.102273,133.1690341,2.3359375,1.612215909,0,0.163266157,0.217466127,0.386753833,-0.753460802,1,129880.7741
G24051002302002,1311,146000,1281.416476,126.9038902,2.225781846,1.745995423,0,0.150849521,0.25579975,0.439788766,-0.69869777,1,84527.86207
G24051002303001,42,52500,1210.166667,121,2,1.119047619,0,0.128557341,0.291923023,0.548492448,-0.955340675,1,20818.5141
G24051002303002,1382,117250,1165.201881,127.9934877,2.143270622,1.682344428,0,0.114489049,0.249132989,0.479514164,-0.724753489,1,63099.88271
G24051002401001,1226,224250,1526.103589,100.7944535,2.376835237,1.838499184,0,0.227405646,0.415551756,0.367063434,-0.660831086,1,130099.7157
G24051002401002,809,175000,1309.859085,115.9653894,2.207663782,1.763906057,0,0.159748461,0.322727561,0.448511789,-0.691366,1,100892.6884
G24051002402001,801,2.00E+05,1428.935081,108.0848939,2.267790262,1.957553059,0,0.197004191,0.3709448,0.419563626,-0.612096037,1,102701.2414
G24051002402002,800,185000,1270.8875,139.96125,2.15125,1.7225,0,0.147555283,0.175907586,0.475672457,-0.708315689,1,131712.7911
G24051002403001,481,210000,1507.642412,135.1600832,2.558212058,1.972972973,0,0.221629632,0.205283785,0.27973875,-0.60578385,1,145421.6193
G24051002403002,597,220000,1630.460637,139.0670017,2.642378559,1.912897822,0,0.260056206,0.181379092,0.239216411,-0.630375788,1,160336.1381
G24051002403003,638,205000,1545.311912,136.2758621,2.432601881,1.943573668,0,0.233415423,0.198456832,0.340214333,-0.617818541,1,133720.9692
G24051002404001,1051,157500,1282.6451,123.0799239,2.199809705,1.820171265,0,0.151233925,0.279196896,0.45229317,-0.668333673,1,86260.79091
G24051002404003,1053,178200,1316.159544,110.3665717,2.077397911,1.688509022,0,0.161719708,0.356984231,0.511228877,-0.722229995,1,96868.42708
G24051002501011,314,69650,1229.665605,74.81528662,1.926751592,1.299363057,0.108529419,0.134658043,0.574506698,0.583758222,-0.881528026,0.828649388,-14564.64202
G24051002501012,1022,67591.5,1086.610568,64.04011742,2.006849315,1.10665362,0.018633746,0.089899906,0.640435156,0.545194814,-0.960414194,0.970580292,-151.343945
G24051002501021,382,59195.5,1113.303665,79.80104712,2,1.172774869,0.022409291,0.09825147,0.544001052,0.548492448,-0.933347269,0.96461931,-2607.655443
G24051002501022,672,60467,1025.089286,67.46130952,1.98139881,1.108630952,0,0.070651524,0.619502406,0.557448074,-0.959604767,1,-2885.998802
G24051002501031,380,78750,1096.15,77.15526316,1.996052632,1.210526316,0.006307263,0.092884542,0.560189425,0.550392926,-0.917893604,0.99004184,12739.01157
G24051002501032,552,79900,964.2608696,66.24818841,2,1.10326087,0,0.051619922,0.626924954,0.548492448,-0.961803026,1,20665.23223
G24051002501033,502,82750,1087.930279,79.39840637,1.868525896,1.262948207,0,0.090312809,0.546464631,0.611791244,-0.896434551,1,7750.578962
