GISJOIN,N,MedianSalesPriceAmount,MeanSqfeet,MeanAge,MeanNoOfStories,MeanFullBathNumber,perc_area_flood,N_MeanSqfeet,N_MeanAge,N_MeanNoOfStories,N_MeanFullBathNumber,N_perc_area_flood,residuals
G24000504023062,246,146897.5,1401.72357723577,50.0406504065041,1.32926829268293,1.97967479674797,0.058601622183932,0.187374369991568,0.726004444812081,0.87371954719611,-0.607446671496418,0.886899673940671,-54735.9919555827
G24000504023071,502,119097.5,1227.44621513944,28.0956175298805,2,1.80677290836653,0,0.132482268516999,0.860319070282381,0.553989412590089,-0.677531852786872,1,-39093.4622973438
G24000504023072,656,119000,1495.18902439024,63.0792682926829,1.58460365853659,1.64176829268293,0,0.216813160823928,0.646201553293155,0.752004098226772,-0.744415901956049,1,-37443.5166098465
G24000504023073,333,113000,1440.33033033033,39.1201201201201,1.97447447447447,2.05105105105105,0.0116385970631172,0.19953433031561,0.792843576181767,0.566157138706409,-0.578514554158119,0.977537667496982,-68656.6492208651
G24000504024031,319,93000,1187.55485893417,71.7115987460815,1.65360501567398,1.41692789968652,0,0.119917697040597,0.593367354397095,0.719111940356698,-0.835554176107266,1,-19434.1072429281
G24000504024032,525,133630,1524.66476190476,52.0590476190476,1.79428571428571,1.75428571428571,0.0025087121603245,0.226097127227954,0.713650839913094,0.652051060107696,-0.698807355021216,0.995158219981844,-29389.8207281823
G24000504024041,410,144669,1416.40243902439,51.9365853658537,1.57073170731707,1.68292682926829,0,0.191997767781963,0.714400370422548,0.758616698737942,-0.727732431779763,1,-20142.1756212889
G24000504024042,383,113000,1325.83550913838,39.4125326370757,1.85639686684073,1.89817232375979,0.00217220878038117,0.163471922280611,0.791053864682198,0.622443383967879,-0.640483416487863,0.995807666884051,-57379.9395989554
G24000504024043,116,141125,1316.02586206897,57.5431034482759,1.31896551724138,1.75862068965517,0,0.160382179953283,0.680085663278265,0.87863076242987,-0.697050187777398,1,-35074.9506268136
G24000504024051,465,108000,1323.44731182796,76.0795698924731,1.52043010752688,1.61505376344086,0,0.162719712311811,0.566633176695425,0.782594896125013,-0.75524454380922,1,-31723.0075102701
G24000504024052,612,130000,1515.17156862745,54.3137254901961,1.55065359477124,1.81862745098039,0,0.223107058280228,0.699851078685939,0.768187705381704,-0.672726655018443,1,-50152.7601548662
G24000504024062,362,144091,1412.41160220994,26.5828729281768,1.99861878453039,1.89779005524862,0,0.190740774809657,0.869577827184335,0.554647822209318,-0.640638367704174,1,-31975.025405533
G24000504024063,117,120240,1440.24786324786,30.8547008547009,1.93589743589744,2.00854700854701,0,0.199508355677226,0.84343209428658,0.58454637184148,-0.595743420495896,1,-66629.3992348875
G24000504024071,418,120500,1264.43540669856,42.8444976076555,1.86961722488038,1.74641148325359,0,0.144132745848664,0.770048514986794,0.616141390474139,-0.701999147283149,1,-31297.409204277
G24000504024072,124,159950,1759.16935483871,74,1.54435483870968,1.66935483870968,0,0.299958986030176,0.579361189126172,0.771190250365704,-0.733233791121048,1,-6293.5745691467
G24000504025031,130,142000,1812.38461538462,69.7692307692308,1.56153846153846,1.96153846153846,0,0.316720184654854,0.605255622179739,0.762999013869605,-0.614798172124905,1,-52657.6236529145
G24000504025032,624,170000,2155.64423076923,42.2628205128205,1.7588141025641,2.08333333333333,0,0.424836588375717,0.773608671017393,0.668959971773448,-0.56542904290429,1,-60756.6658180331
G24000504025041,1049,147900,1592.15824594852,29.1649189704481,1.94327931363203,2.05719733079123,0,0.247355534690849,0.85377440829385,0.581027515142178,-0.576023180964426,1,-51382.4970682651
G24000504025042,745,245000,2496.29932885906,36.2281879194631,1.85302013422819,2.31812080536913,0.00291875412063867,0.532132647871042,0.810543654035399,0.624053033789051,-0.470258754734534,0.994366844629401,-20851.7529225698
G24000504025051,429,166003,1693.02331002331,30.8881118881119,1.95104895104895,2.1002331002331,0,0.279124981197457,0.843227601977801,0.577323817836606,-0.558578780955019,1,-40124.5490136747
G24000504025052,626,142441.5,1576.06549520767,37.4392971246006,1.80351437699681,2.09904153354633,0,0.242286804615719,0.803131057289419,0.647651862129337,-0.559061778382311,1,-61339.9390622081
G24000504025061,685,147000,1550.92700729927,51.2627737226277,1.46204379562044,2.04233576642336,0,0.234368940742945,0.718524436173838,0.810426983323735,-0.582047264580473,1,-60367.9155856274
G24000504025062,880,143350,1450.16704545455,45.3920454545455,1.51818181818182,1.86477272727273,0,0.20263259826206,0.754456242382492,0.783666629945092,-0.654021827182718,1,-45699.1746513023
G24000504025091,1724,238475,2205.12064965197,21.2053364269142,2.09889791183295,2.20997679814385,0,0.440420164884114,0.902491052021166,0.506845908984027,-0.514094553306839,1,-987.163233921162
G24000504025092,651,213435,1707.63901689708,23.0061443932412,1.99769585253456,2.47926267281106,0,0.283728487098552,0.891469202616748,0.555087773337374,-0.404940457179358,1,-27173.0769980183
G24000504025093,849,170000,1378.17785630153,23.583038869258,1.99646643109541,1.99175500588928,0,0.179958179573791,0.887938318615903,0.555673824478151,-0.602550000583097,1,-14264.74486621
G24000504026021,437,117000,1355.77116704805,63.5491990846682,1.41647597254005,1.45537757437071,0,0.172900749707879,0.643325340772658,0.832148643487193,-0.819968733715477,1,-26677.8499902499
G24000504026022,354,145355.5,1470.34745762712,55.7090395480226,1.37853107344633,1.79943502824859,0,0.208988818137383,0.6913110557047,0.850236542959509,-0.680506237064384,1,-39852.664635103
G24000504026031,295,162500,1608.17288135593,48.3627118644068,1.48474576271186,2.14576271186441,0,0.252399660797003,0.736274271615761,0.799605215223645,-0.54012351065615,1,-56942.2524139642
G24000504026032,1219,158900,1660.86874487285,26.1386382280558,2.0980311730927,2.36013125512715,0,0.268997265056481,0.872296766713982,0.507259073429758,-0.453229964505885,1,-61648.7851732895
G24000504026033,558,161842.5,1950.4623655914,33.3924731182796,1.97849462365591,2.16129032258065,0,0.360210502528391,0.827899653162986,0.564240779564749,-0.533829447460875,1,-58775.1963063924
G24000504026041,986,151000,1794.69574036511,49.631845841785,1.68306288032454,2.05172413793103,0.00351051344845046,0.311148723675287,0.728506534114453,0.705069713148438,-0.578241720723796,0.993224757253149,-57816.7644505462
G24000504026042,846,144350,1591.81796690307,52.4645390070922,1.47399527186761,2,0.00502598543439466,0.247248357076569,0.711169028916372,0.804729851269945,-0.599207920792079,0.990299917131725,-59943.2517415702
G24000504026043,368,152572,1586.60326086957,58.3097826086957,1.4945652173913,1.72826086956522,0,0.245605882292075,0.675393201668998,0.794924393470081,-0.709356435643564,1,-24162.2150577571
G24000504031001,359,151000,1665.27576601671,68.6545961002786,1.41782729805014,1.85515320334262,0.00757749056384296,0.270385343513257,0.612077746299498,0.831504482069855,-0.657921067872804,0.985375547270821,-36512.8451307311
G24000504031002,522,137000,1625.78927203065,62.4386973180077,1.53256704980843,1.71455938697318,0.00201371011539329,0.257948291398824,0.650122169454195,0.776809354533567,-0.714910284131861,0.99611356713087,-35315.6000962931
G24000504032011,928,115000,1329.03125,53.5226293103448,1.66379310344828,1.57758620689655,0,0.164478484059791,0.704692984720215,0.714255395422386,-0.770431888016388,1,-30376.8414748106
G24000504032012,372,103500,1388.75806451613,62.6155913978495,1.49731182795699,1.37903225806452,0.0116600775046147,0.183290625371409,0.649039488821387,0.793615115622773,-0.850915043117215,0.977496210539876,-31382.3394936699
G24000504032021,959,130000,1493.98748696559,67.3952033368092,1.69603753910323,1.60688216892596,0,0.216434712851992,0.619785862678106,0.698884841682661,-0.758556871328426,1,-13975.1842094218
G24000504033001,419,140000,1539.65632458234,77.7470167064439,1.56563245823389,1.57040572792363,0,0.230819016346892,0.556427564538484,0.761047452462523,-0.773342470285215,1,-3193.35726323986
G24000504033002,707,125600,1431.32956152758,69.0480905233381,1.59052333804809,1.50919377652051,0.0427162654286733,0.196699360193693,0.609669362755257,0.749182254699188,-0.798154522665845,0.917558194330251,-10945.2053550112
G24000504034011,564,148600,1597.95567375887,72.3102836879433,1.67198581560284,1.77836879432624,0.00241741676919494,0.249181549222105,0.589703101798662,0.710350023227527,-0.689045361983007,0.995334418832996,-12155.8606830757
G24000504034012,320,154450,1671.4125,29.35,1.9796875,2.04375,0.0137613479690824,0.272318229233359,0.852641619416035,0.563672149052873,-0.58147400990099,0.973440787399468,-45118.8296855615
G24000504034021,79,110000,1737.21518987342,64,1.76582278481013,1.72151898734177,0,0.293044087637359,0.640566212707329,0.665619013095804,-0.71208923423988,1,-53993.6129287337
G24000504034022,247,120000,1391.15789473684,76.5506072874494,1.65182186234818,1.51417004048583,0,0.184046499355342,0.563750191208712,0.71996194915554,-0.796137411311981,1,-7089.3703605746
G24000504034023,34,97500,1104.70588235294,58.9117647058824,2,1.05882352941176,0,0.0938227735527881,0.671708768823623,0.553989412590089,-0.980710541642399,1,28637.4775893763
G24000504034024,694,105000,1378.44812680115,68.3904899135447,1.95605187319885,1.39625360230548,0,0.180043306612165,0.613694208838196,0.574938982059558,-0.843934430907068,1,-454.51266404528
G24000504035001,373,227000,1931.73726541555,63.5388739946381,1.76407506702413,1.9142091152815,0.000814802497430967,0.354312661944793,0.643388535510535,0.666452130178051,-0.633982958617578,0.998427442369357,37216.2608448758
G24000504035002,462,258350,2072.61688311688,60.8051948051948,1.62229437229437,2.32251082251082,0,0.398685483391824,0.660120025435854,0.734037365997312,-0.468479276499078,1,18294.8787562374
G24000504035003,282,254450,2325.37943262411,63.7163120567376,1.44503546099291,2.30851063829787,0.013053775532517,0.478298046662392,0.642302525433035,0.818534661938836,-0.474154202654308,0.974806392485194,-4891.3495550302
G24000504036011,373,196000,1657.90884718499,62.3672922252011,1.32573726541555,1.44504021447721,0,0.268064986748604,0.650559204493099,0.875402747514777,-0.824158946725772,1,31829.5005568815
G24000504036012,622,292500,1894.53054662379,33.4003215434084,1.88102893890675,2.28778135048232,0,0.342593670109675,0.827851616858478,0.610701556898459,-0.482556747636178,1,58890.2399117577
G24000504036013,290,263820,2133.24137931034,41.1655172413793,1.73448275862069,2.26896551724138,0.00131757736484466,0.417780367299102,0.780324718277817,0.680558445185852,-0.490183680437009,0.997457093779681,17031.0519882721
G24000504036021,491,195000,1484.60896130346,37.4501018329939,1.979633401222,2.14867617107943,0,0.213480760737186,0.803064927046219,0.563697937321692,-0.538942550059487,1,1956.08740216076
G24000504036022,762,235000,1987.81364829396,37.4186351706037,1.95341207349081,2.46062992125984,0,0.371975027625926,0.803257518827581,0.576197344392478,-0.412493178451703,1,-10148.3465682194
G24000504037011,266,221790.5,2178.65037593985,30.1353383458647,2.00563909774436,2.31954887218045,0,0.432082828736793,0.847834954218252,0.551301319182259,-0.46967989280131,1,-23959.5927417352
G24000504037012,289,320000,2653.21799307958,31.2076124567474,1.83737024221453,2.55017301038062,0,0.581557284186606,0.841272097994048,0.63151315834483,-0.376197197574429,1,22805.8255920632
G24000504037013,92,201075,2196.57608695652,84.9673913043478,1.88586956521739,2.14130434782609,0,0.437728885897028,0.512235244785535,0.608394085692022,-0.541930693069307,1,2379.67881137229
G24000504037014,220,379722,3453.73636363636,53.7545454545455,1.53181818181818,3.06818181818182,0,0.833696375003065,0.70327354141275,0.777166331340705,-0.166224122412241,1,-616.36691282206
G24000504037015,844,145500,1527.8672985782,39.3732227488152,2.02843601895735,1.98222748815166,0,0.227105829482451,0.791294460945994,0.540434287538287,-0.606411946881892,1,-32058.8559944447
G24000504037021,312,273351.5,2325.73076923077,41.7403846153846,1.48397435897436,2.14102564102564,0,0.478408707074234,0.776806241159614,0.799972934563789,-0.542043665905052,1,13170.6675187918
G24000504037022,1126,170000,1446.20603907638,32.1980461811723,1.98623445825933,2.17317939609236,0.0412914831116638,0.201385000975548,0.835210146048148,0.560551288919562,-0.52901025271266,0.92030800463604,-25394.6041490355
G24000504038011,380,390000,3376.01842105263,45.3368421052632,1.66052631578947,2.81842105263158,0.00432692286407249,0.809217572137418,0.75479411461195,0.715812635741404,-0.267463783220427,0.991649098292464,35066.4682516558
G24000504038021,412,380000,3375.41019417476,52.6310679611651,1.39805825242718,2.79854368932039,0.00121072894437926,0.809025999054729,0.710149788060274,0.840928160045872,-0.275521003556666,0.997663309763867,16904.2864589605
G24000504038022,344,4e+05,3413.41279069767,48.1656976744186,1.50726744186047,2.90116279069767,0,0.820995668319518,0.737480097430165,0.788869388324184,-0.233924706424131,1,29649.6562695227
G24000504038031,560,289950,2950.1,47.4892857142857,1.57321428571429,2.64107142857143,0.00779812594619243,0.675066143018434,0.741620078427216,0.757433282005959,-0.339351838755304,0.984949724012795,-32510.6920737537
G24000504038032,367,295000,2163.34332425068,39.0054495912807,1.89237057220708,2.61852861035422,0.0328245059141256,0.427261570114954,0.793545417423935,0.60529513000346,-0.348489492000971,0.936649154353241,26850.6733800759
G24000504041011,563,277000,2348.8809946714,32.3108348134991,1.86856127886323,2.20426287744227,0,0.485700328365495,0.834519822958023,0.616644747865055,-0.516410671262508,1,25698.6339474936
G24000504041012,2396,195000,1408.97495826377,22.8501669449082,1.99853923205342,2.14649415692821,0.00116215402322275,0.189658335840212,0.892423862957083,0.55468574396535,-0.539827021934247,0.997757058694636,-3702.96161138501
G24000504041021,1666,184550,1658.35714285714,36.6464585834334,1.84663865546219,2.05282112845138,0,0.268206186335462,0.807983627450238,0.627095011740266,-0.577797059417827,1,-17754.8181912419
G24000504041022,897,137900,1167.58082497213,50.2352285395764,1.47826086956522,1.40356744704571,0.0821177950575756,0.113626480063749,0.724813528889774,0.8026964896275,-0.840969789286621,0.841513783233948,3987.56556932852
G24000504042011,44,150425,1620.36363636364,74.7272727272727,1.68181818181818,1.97727272727273,0,0.256239380155187,0.574909914683907,0.705663046692449,-0.608420342034203,1,-25245.807265648
G24000504042012,773,140289,1342.58990944373,34.5924967658474,1.71862871927555,1.92626131953428,0,0.168749051969998,0.820554905598253,0.688115884439986,-0.629097639388777,1,-44743.0346711091
G24000504042013,783,242205,2227.4993614304,26.9438058748404,1.98339719029374,2.14048531289911,0,0.447468782691011,0.867368736233159,0.561903782112671,-0.542262686038719,1,4819.27944611296
G24000504042021,736,205000,1883.32472826087,28.4904891304348,1.87432065217391,2.16711956521739,0,0.339064176024589,0.857902257720035,0.613899320470194,-0.531466584158416,1,-22307.4973417623
G24000504042024,77,154000,1505.76623376623,57.3246753246753,1.35714285714286,1.36363636363636,0.0395416163456622,0.220144662078024,0.681422553123841,0.860432061082613,-0.857155715571557,0.923685223464113,3298.89239056222
G24000504044021,441,235000,2052.46712018141,54.6371882086168,1.84240362811791,2.13832199546485,0.0129633109236089,0.392338917099804,0.697871324355083,0.62911380084487,-0.543139579264049,0.974980987938067,19312.9637810525
G24000504044022,1384,153000,1624.60115606936,34.0317919075145,1.9992774566474,1.52528901734104,0,0.257574070782182,0.823986701005886,0.5543338407435,-0.79163037257483,1,1848.04898483458
G24000504044023,903,266000,2218.85271317829,33.1760797342193,1.95071982281285,2.32668881506091,0,0.444745349839148,0.829224089380408,0.577480709502952,-0.466785741697093,1,16731.3703078202
G24000504044031,555,206320,1775.22522522523,30.645045045045,1.83873873873874,2.04504504504505,0,0.305016099908408,0.844715293163971,0.630860811701426,-0.580949067879761,1,-6132.70345786064
G24000504044032,384,221348.5,1983.375,34.8333333333333,1.79036458333333,2.12760416666667,0,0.37057698757281,0.819080864819035,0.653920218391904,-0.547484014026403,1,-7961.58438072287
